url,genre_cleaned,genre_len,main_genre,artist,album,score,genre,label,reviewer,album_year,review_date,length,artist_id,followers_count,review_datetime,review_year,reviewer_reviews,review_release_difference,artist_reviews,artist_review_number,matched
https://www.pitchfork.com/reviews/albums/070-shake-petrichor/,['Rap'],1,Rap,070 Shake,Petrichor,7.0,Rap,Def Jam,Katherine St. Asaph,2024.0,2024-12-04,833,12Zk1DFhCbHY6v3xep2ZjI,686907.0,2024-12-04,2024,51,0.0,3.0,3.0,both
https://www.pitchfork.com/reviews/albums/070-shake-you-cant-kill-me/,['Rap'],1,Rap,070 Shake,You Can’t Kill Me,7.0,Rap,G.O.O.D. Music / Def Jam,Eric Torres,2022.0,2022-06-07,597,12Zk1DFhCbHY6v3xep2ZjI,686907.0,2022-06-07,2022,98,0.0,3.0,2.0,both
https://www.pitchfork.com/reviews/albums/100-gecs-1000-gecs-and-the-tree-of-clues/,"['Experimental', 'Electronic']",2,Experimental,100 gecs,1000 gecs & The Tree of Clues,7.9,Experimental / Electronic,Big Beat / Atlantic,Cat Zhang,2020.0,2020-07-14,1065,6PfSUFtkMVoDkx4MQkzOi3,666075.0,2020-07-14,2020,33,0.0,4.0,2.0,both
https://www.pitchfork.com/reviews/albums/100-gecs-1000-gecs/,"['Experimental', 'Electronic']",2,Experimental,100 gecs,1000 gecs,7.4,Experimental / Electronic,Dog Show,Larry Fitzmaurice,2019.0,2019-07-27,573,6PfSUFtkMVoDkx4MQkzOi3,666075.0,2019-07-27,2019,44,0.0,4.0,1.0,both
https://www.pitchfork.com/reviews/albums/100-gecs-10000-gecs/,"['Experimental', 'Electronic']",2,Experimental,100 gecs,"10,000 gecs",8.2,Experimental / Electronic,Dog Show / Atlantic,Julianne Escobedo Shepherd,2023.0,2023-03-16,1189,6PfSUFtkMVoDkx4MQkzOi3,666075.0,2023-03-16,2023,31,0.0,4.0,4.0,both
https://www.pitchfork.com/reviews/albums/100-gecs-snake-eyes-ep/,"['Experimental', 'Electronic']",2,Experimental,100 gecs,Snake Eyes EP,5.6,Experimental / Electronic,Dog Show / Atlantic,Joshua Minsoo Kim,2022.0,2022-12-12,601,6PfSUFtkMVoDkx4MQkzOi3,666075.0,2022-12-12,2022,64,0.0,4.0,3.0,both
https://www.pitchfork.com/reviews/albums/1010-benja-sl-two-houses-ep/,['Pop/R&B'],1,Pop/R&B,1010Benja,Two Houses EP,7.9,Pop/R&B,Young Turks,Kevin Lozano,2018.0,2018-11-07,574,7xBrMNV9UKo2THKIk9xpBK,13476.0,2018-11-07,2018,35,0.0,2.0,1.0,both
https://www.pitchfork.com/reviews/albums/1010benja-ten-total/,['Pop/R&B'],1,Pop/R&B,1010Benja,Ten Total,8.6,Pop/R&B,Three Six Zero,Brady Brickner-Wood,2024.0,2024-03-28,708,7xBrMNV9UKo2THKIk9xpBK,13476.0,2024-03-28,2024,45,0.0,2.0,2.0,both
https://www.pitchfork.com/reviews/albums/10kcaash-planet-swajjur/,['Rap'],1,Rap,10k.Caash,Planet Swajjur,6.2,Rap,Def Jam,Nadine Smith,2020.0,2020-02-19,741,4uyIwcaJgV9ShErevnVlNp,42231.0,2020-02-19,2020,85,0.0,1.0,1.0,both
https://www.pitchfork.com/reviews/albums/12-rods-if-we-stayed-alive/,['Rock'],1,Rock,12 Rods,If We Stayed Alive,7.3,Rock,American Dreams / Husky Pants,Brad Shoup,2023.0,2023-07-07,784,4aPT61obombRBkg2Fx69i2,25593.0,2023-07-07,2023,32,0.0,1.0,1.0,both
https://www.pitchfork.com/reviews/albums/1tbsp-megacity1000/,['Electronic'],1,Electronic,1tbsp,megacity1000,7.0,Electronic,Sumoclic,Harry Tafoya,2024.0,2024-09-03,442,6G01WYFYF91rjG5LtwMhY4,46495.0,2024-09-03,2024,29,0.0,1.0,1.0,both
https://www.pitchfork.com/reviews/albums/2-chainz-dope-dont-sell-itself/,['Rap'],1,Rap,2 Chainz,Dope Don’t Sell Itself,6.4,Rap,Def Jam,Jackson Howard,2022.0,2022-02-04,680,17lzZA2AlOHwCwFALHttmp,8298936.0,2022-02-04,2022,24,0.0,5.0,4.0,both
https://www.pitchfork.com/reviews/albums/2-chainz-lil-wayne-welcome-2-collegrove/,['Rap'],1,Rap,2 Chainz,Welcome 2 Collegrove,5.8,Rap,Def Jam,Paul A. Thompson,2023.0,2023-12-26,693,17lzZA2AlOHwCwFALHttmp,8298936.0,2023-12-26,2023,99,0.0,5.0,5.0,both
https://www.pitchfork.com/reviews/albums/2-chainz-pretty-girls-like-trap-music/,['Rap'],1,Rap,2 Chainz,Pretty Girls Like Trap Music,8.0,Rap,Def Jam,Paul A. Thompson,2017.0,2017-06-16,1016,17lzZA2AlOHwCwFALHttmp,8298936.0,2017-06-16,2017,99,0.0,5.0,1.0,both
https://www.pitchfork.com/reviews/albums/2-chainz-rap-or-go-to-the-league/,['Rap'],1,Rap,2 Chainz,Rap or Go to the League,7.6,Rap,Def Jam,Sheldon Pearce,2019.0,2019-03-06,954,17lzZA2AlOHwCwFALHttmp,8298936.0,2019-03-06,2019,157,0.0,5.0,3.0,both
https://www.pitchfork.com/reviews/albums/2-chainz-the-play-dont-care-who-makes-it-ep/,['Rap'],1,Rap,2 Chainz,The Play Don’t Care Who Makes It EP,7.5,Rap,Def Jam,Briana Younger,2018.0,2018-02-14,543,17lzZA2AlOHwCwFALHttmp,8298936.0,2018-02-14,2018,31,0.0,5.0,2.0,both
https://www.pitchfork.com/reviews/albums/200-stab-wounds-manual-manic-procedures/,['Metal'],1,Metal,200 Stab Wounds,Manual Manic Procedures,7.6,Metal,Metal Blade,Sadie Sartini Garner,2024.0,2024-07-25,866,6DH6xC3RoN7L7sGlJ60LKv,86816.0,2024-07-25,2024,60,0.0,2.0,2.0,both
https://www.pitchfork.com/reviews/albums/200-stab-wounds-slave-to-the-scalpel/,['Metal'],1,Metal,200 Stab Wounds,Slave to the Scalpel,6.8,Metal,Maggot Stomp,Brad Sanders,2021.0,2021-11-12,633,6DH6xC3RoN7L7sGlJ60LKv,86816.0,2021-11-12,2021,28,0.0,2.0,1.0,both
https://www.pitchfork.com/reviews/albums/21-savage-american-dream/,['Rap'],1,Rap,21 Savage,American Dream,6.8,Rap,Slaughter Gang / Epic,Matthew Ritchie,2024.0,2024-01-17,796,1URnnhqYAYcrqrcwql10ft,23753456.0,2024-01-17,2024,29,0.0,5.0,5.0,both
https://www.pitchfork.com/reviews/albums/21-savage-i-am-i-was/,['Rap'],1,Rap,21 Savage,I Am > I Was,7.8,Rap,Slaughter Gang / Epic,Paul A. Thompson,2018.0,2019-01-02,870,1URnnhqYAYcrqrcwql10ft,23753456.0,2019-01-02,2019,99,1.0,5.0,3.0,both
https://www.pitchfork.com/reviews/albums/21-savage-issa-album/,['Rap'],1,Rap,21 Savage,Issa Album,6.5,Rap,Slaughter Gang / Epic,Sheldon Pearce,2017.0,2017-07-12,702,1URnnhqYAYcrqrcwql10ft,23753456.0,2017-07-12,2017,157,0.0,5.0,1.0,both
https://www.pitchfork.com/reviews/albums/21-savage-metro-boomin-savage-mode-2/,['Rap'],1,Rap,21 Savage,Savage Mode 2,6.6,Rap,Epic,Alphonse Pierre,2020.0,2020-10-07,641,1URnnhqYAYcrqrcwql10ft,23753456.0,2020-10-07,2020,187,0.0,5.0,4.0,both
https://www.pitchfork.com/reviews/albums/21-savage-offset-metro-boomin-without-warning/,['Rap'],1,Rap,21 Savage,Without Warning,8.0,Rap,Slaughter Gang / Epic,Sheldon Pearce,2017.0,2017-11-03,784,1URnnhqYAYcrqrcwql10ft,23753456.0,2017-11-03,2017,157,0.0,5.0,2.0,both
https://www.pitchfork.com/reviews/albums/22-halo-lily-of-the-valley/,['Rock'],1,Rock,22° Halo,Lily of the Valley,7.7,Rock,Tiny Library,Colin Joyce,2024.0,2024-11-27,612,6p355yiyJc67iSNeWLM8WH,9384.0,2024-11-27,2024,69,0.0,1.0,1.0,both
https://www.pitchfork.com/reviews/albums/22772-all-my-circles-run/,['Electronic'],1,Electronic,Sarah Davachi,All My Circles Run,7.3,Electronic,Students of Decay,Raymond Cummings,2017.0,2017-03-16,421,2Swn6We5XXpyDz1YxRkprA,35648.0,2017-03-16,2017,5,0.0,9.0,1.0,both
https://www.pitchfork.com/reviews/albums/22908-erasmo-carlos-e-os-tremendoes-carlos-erasmo-sonhos-e-memorias-1941-1972/,['Global'],1,Global,,,9.0,Global,,Michael J.  Agovino,,2017-03-07,1111,3IZrrNonYELubLPJmqOci2,584948.0,2017-03-07,2017,4,,,,both
https://www.pitchfork.com/reviews/albums/22918-rolling-blackouts-coastal-fever-the-french-press/,['Rock'],1,Rock,Rolling Blackouts Coastal Fever,The French Press,8.1,Rock,Sub Pop,Stuart Berman,2017.0,2017-03-10,694,65mMkD9WW39U9Yadv0dWUF,110391.0,2017-03-10,2017,213,0.0,4.0,1.0,both
https://www.pitchfork.com/reviews/albums/22930-50-song-memoir/,['Rock'],1,Rock,The Magnetic Fields,50 Song Memoir,7.4,Rock,Nonesuch,Sam Sodomsky,2017.0,2017-03-06,916,6RWjTQqILL7a1tQ0VapyLK,280542.0,2017-03-06,2017,180,0.0,3.0,1.0,both
https://www.pitchfork.com/reviews/albums/22931-john-carpenter-ennio-morricone-the-thing-ost/,['Experimental'],1,Experimental,John Carpenter,The Thing OST,7.2,Experimental,Waxwork,Andy Beta,2017.0,2017-03-10,724,0hxQtmgWiPtEsDPeIuKxXq,157857.0,2017-03-10,2017,180,0.0,4.0,1.0,both
https://www.pitchfork.com/reviews/albums/22934-ii/,['Rock'],1,Rock,The Courtneys,II,8.0,Rock,Flying Nun,Jenn Pelly,2017.0,2017-03-25,660,14jWPTviD30k11Jccwmq8E,19765.0,2017-03-25,2017,61,0.0,1.0,1.0,both
https://www.pitchfork.com/reviews/albums/22937-sunrise-ep/,['Electronic'],1,Electronic,DJ Seinfeld,Sunrise EP,6.9,Electronic,Endotherm,Jesse Weiss,2017.0,2017-03-06,642,37YzpfBeFju8QRZ3g0Ha1Q,109654.0,2017-03-06,2017,11,0.0,6.0,1.0,both
https://www.pitchfork.com/reviews/albums/22944-times-upspiral-scratch/,['Rock'],1,Rock,,,8.2,Rock,,Douglas Wolk,,2017-03-14,735,3IZrrNonYELubLPJmqOci2,584948.0,2017-03-14,2017,2,,,,both
https://www.pitchfork.com/reviews/albums/22945-moh-lhean/,"['Rap', 'Rock']",2,Rap,WHY?,Moh Lhean,7.7,Rap / Rock,Joyful Noise,Ian Cohen,2017.0,2017-03-07,720,0d7aBBLFcc4dlETnae6zcH,86779.0,2017-03-07,2017,225,0.0,2.0,1.0,both
https://www.pitchfork.com/reviews/albums/22946-life-after-death/,['Rap'],1,Rap,The Notorious B.I.G.,Life After Death,9.5,Rap,Bad Boy,kris ex,1997.0,2017-03-09,1392,5me0Irg2ANcsgc93uaYrpb,12743048.0,2017-03-09,2017,2,20.0,3.0,2.0,both
https://www.pitchfork.com/reviews/albums/22947-eitheror-expanded-edition/,['Rock'],1,Rock,Elliott Smith,Either/Or: Expanded Edition,10.0,Rock,Kill Rock Stars,Matt LeMay,2017.0,2017-03-07,713,2ApaG60P4r0yhBoDCGD8YG,1345060.0,2017-03-07,2017,1,0.0,3.0,1.0,both
https://www.pitchfork.com/reviews/albums/22948-the-ride/,['Pop/R&B'],1,Pop/R&B,Nelly Furtado,The Ride,6.8,Pop/R&B,Nelstar,Katherine St. Asaph,2017.0,2017-03-29,669,2jw70GZXlAI8QzWeY2bgRc,4711109.0,2017-03-29,2017,51,0.0,1.0,1.0,both
https://www.pitchfork.com/reviews/albums/22949-semper-femina/,['Folk/Country'],1,Folk/Country,Laura Marling,Semper Femina,7.7,Folk/Country,More Alarming,Jazz Monroe,2017.0,2017-03-14,623,7B2edU3Q7btJoNsoHCNohM,534556.0,2017-03-14,2017,31,0.0,3.0,1.0,both
https://www.pitchfork.com/reviews/albums/22950-last-place/,['Rock'],1,Rock,Grandaddy,Last Place,6.0,Rock,30th Century,Ian Cohen,2017.0,2017-03-08,730,3W4xM5XYtUp4ifYYPVKVdk,179777.0,2017-03-08,2017,225,0.0,4.0,1.0,both
https://www.pitchfork.com/reviews/albums/22951-drexciya-grava-4/,['Electronic'],1,Electronic,Drexciya,Grava 4,7.6,Electronic,Clone Aqualung Series Holland,Daniel Martin-McCormick,2017.0,2017-03-15,760,3KcV1kKG7Y0Gq7xPAGVjkZ,62574.0,2017-03-15,2017,36,0.0,1.0,1.0,both
https://www.pitchfork.com/reviews/albums/22952-ready-to-die/,['Rap'],1,Rap,The Notorious B.I.G.,Ready to Die,10.0,Rap,Bad Boy,Matthew  Trammell,1994.0,2017-03-09,1132,5me0Irg2ANcsgc93uaYrpb,12743048.0,2017-03-09,2017,2,23.0,3.0,1.0,both
https://www.pitchfork.com/reviews/albums/22953-no-way-out/,['Rap'],1,Rap,Puff Daddy & the Family,No Way Out,7.8,Rap,Bad Boy,Sheldon Pearce,1997.0,2017-03-09,1917,59wfkuBoNyhDMQGCljbUbA,1976491.0,2017-03-09,2017,157,20.0,1.0,1.0,both
https://www.pitchfork.com/reviews/albums/22954-born-again/,['Rap'],1,Rap,The Notorious B.I.G.,Born Again,6.0,Rap,Bad Boy,Jayson Greene,1999.0,2017-03-09,1580,5me0Irg2ANcsgc93uaYrpb,12743048.0,2017-03-09,2017,106,18.0,3.0,3.0,both
https://www.pitchfork.com/reviews/albums/22955-the-navigator/,['Rock'],1,Rock,Hurray for the Riff Raff,The Navigator,8.1,Rock,ATO,Matthew Ismael Ruiz,2017.0,2017-03-15,1033,2xLEV2jDreAOcpJXFNoXyt,144972.0,2017-03-15,2017,83,0.0,3.0,1.0,both
https://www.pitchfork.com/reviews/albums/22956-atonement/,['Metal'],1,Metal,Immolation,Atonement,7.7,Metal,Nuclear Blast,Saby Reyes-Kulkarni,2017.0,2017-03-08,684,3rt16vhD1OuULlsyxUUWIt,130222.0,2017-03-08,2017,39,0.0,1.0,1.0,both
https://www.pitchfork.com/reviews/albums/22957-cubafonia/,['Jazz'],1,Jazz,Daymé Arocena,Cubafonía,7.6,Jazz,Brownswood,Minna Zhou,2017.0,2017-03-16,716,6LcWO77VeIUPqNY22N3fI0,41109.0,2017-03-16,2017,8,0.0,1.0,1.0,both
https://www.pitchfork.com/reviews/albums/22958-world-eater/,['Electronic'],1,Electronic,Blanck Mass,World Eater,8.1,Electronic,Sacred Bones,Ian Cohen,2017.0,2017-03-11,602,73LvjicByRK5LazcQYZMAY,48897.0,2017-03-11,2017,225,0.0,3.0,1.0,both
https://www.pitchfork.com/reviews/albums/22959-opposites/,['Rock'],1,Rock,Parlor Walls,Opposites,7.5,Rock,Northern Spy,Saby Reyes-Kulkarni,2017.0,2017-03-15,631,4hVidw8rFf6iDSHQbw4isa,838.0,2017-03-15,2017,39,0.0,1.0,1.0,both
https://www.pitchfork.com/reviews/albums/22960-divide/,['Pop/R&B'],1,Pop/R&B,Ed Sheeran,÷,2.8,Pop/R&B,Atlantic,Laura Snapes,2017.0,2017-03-10,1302,6eUKZXaKkcviH0Ku9w2n3V,122664715.0,2017-03-10,2017,60,0.0,5.0,1.0,both
https://www.pitchfork.com/reviews/albums/22961-monks-music/,['Jazz'],1,Jazz,Thelonious Monk,Monk’s Music,9.1,Jazz,Riverside,Ben Ratliff,1957.0,2017-03-12,1996,4PDpGtF16XpqvXxsrFwQnN,726219.0,2017-03-12,2017,2,60.0,3.0,1.0,both
https://www.pitchfork.com/reviews/albums/22962-love-in-a-time-of-madness/,['Jazz'],1,Jazz,José James,Love In a Time of Madness,7.3,Jazz,Blue Note,Seth Colter Walls,2017.0,2017-03-11,624,4l2MwXYwUDQKHcUXwCZjEz,162613.0,2017-03-11,2017,30,0.0,1.0,1.0,both
https://www.pitchfork.com/reviews/albums/22964-simultonality/,"['Experimental', 'Jazz']",2,Experimental,Joshua Abrams,Simultonality,8.1,Experimental / Jazz,Eremite,Marc Masters,2017.0,2017-04-06,499,3dxrYg5kXIGgs3jHVFPneg,2533.0,2017-04-06,2017,50,0.0,2.0,1.0,both
https://www.pitchfork.com/reviews/albums/22966-doris-and-the-daggers/,['Rock'],1,Rock,Spiral Stairs,Doris and the Daggers,6.4,Rock,Domino / Nine Mile / Coolin’ by Sound,Raymond Cummings,2017.0,2017-03-20,471,7yICbxtb8buBAJECvQbRPb,14950.0,2017-03-20,2017,5,0.0,2.0,1.0,both
https://www.pitchfork.com/reviews/albums/22967-in-the-same-room/,['Experimental'],1,Experimental,Julia Holter,In the Same Room,7.6,Experimental,Domino Documents,Sam Lefebvre,2017.0,2017-04-03,470,0bsV0sUjnCuCTYOnNHQl3E,135126.0,2017-04-03,2017,3,0.0,3.0,1.0,both
https://www.pitchfork.com/reviews/albums/22968-room-29/,"['Pop/R&B', 'Rock']",2,Pop/R&B,Chilly Gonzales,Room 29,7.2,Pop/R&B / Rock,Deutsche Grammophon,Erin MacLeod,2017.0,2017-03-25,439,0qudezVgvl4Chd9BgNFB83,251923.0,2017-03-25,2017,7,0.0,1.0,1.0,both
https://www.pitchfork.com/reviews/albums/22969-yours-conditionally/,['Rock'],1,Rock,Tennis,Yours Conditionally,6.4,Rock,Mutually Detrimental,Elias Leight,2017.0,2017-03-13,497,1ybAN3utgdoUL1MUCtH4QM,324018.0,2017-03-13,2017,3,0.0,4.0,1.0,both
https://www.pitchfork.com/reviews/albums/22970-a-crow-looked-at-me/,['Rock'],1,Rock,Mount Eerie,A Crow Looked At Me,9.0,Rock,P.W. Elverum & Sun,Mike Powell,2017.0,2017-03-24,1175,4Sw0SFu1fFdYXdAEVdrqnO,165907.0,2017-03-24,2017,11,0.0,5.0,1.0,both
https://www.pitchfork.com/reviews/albums/22971-mental-illness/,['Rock'],1,Rock,Aimee Mann,Mental Illness,7.8,Rock,Superego,Barry Walters,2017.0,2017-04-01,1054,3UpIbyXfGzmHG6TMH4dJEk,265094.0,2017-04-01,2017,2,0.0,2.0,1.0,both
https://www.pitchfork.com/reviews/albums/22972-laetitia-sadier-source-ensemble-find-me-finding-you/,['Experimental'],1,Experimental,Laetitia Sadier Source Ensemble,Find Me Finding You,6.8,Experimental,Drag City,Robert Ham,2017.0,2017-03-21,569,0IENmOAgxbS5lEUx6eWCDR,1418.0,2017-03-21,2017,28,0.0,1.0,1.0,both
https://www.pitchfork.com/reviews/albums/22973-trickster/,['Jazz'],1,Jazz,Miles Okazaki,Trickster,7.7,Jazz,Pi,Seth Colter Walls,2017.0,2017-03-21,490,4cLJzYoRo6frNabrvM9qGB,4317.0,2017-03-21,2017,30,0.0,1.0,1.0,both
https://www.pitchfork.com/reviews/albums/22974-contact/,['Experimental'],1,Experimental,Pharmakon,Contact,7.9,Experimental,Sacred Bones,Marc Masters,2017.0,2017-03-30,579,1ix1aDOd7GSOeT9iqNh5KO,35544.0,2017-03-30,2017,50,0.0,2.0,1.0,both
https://www.pitchfork.com/reviews/albums/22975-all-the-wayat-saint-thomas-the-apostle-harlem/,['Experimental'],1,Experimental,,,7.5,Experimental,,Colin Joyce,,2017-03-27,646,3IZrrNonYELubLPJmqOci2,584948.0,2017-03-27,2017,69,,,,both
https://www.pitchfork.com/reviews/albums/22976-tango-in-the-night-deluxe-edition/,['Rock'],1,Rock,Fleetwood Mac,Tango in the Night,8.7,Rock,Rhino / Warner Bros.,Ivy Nelson,2017.0,2017-03-11,1831,08GQAI4eElDnROBrJRGE0X,13947749.0,2017-03-11,2017,22,0.0,2.0,1.0,both
https://www.pitchfork.com/reviews/albums/22977-uyai/,"['Global', 'Pop/R&B']",2,Global,Ibibio Sound Machine,Uyai,7.0,Global / Pop/R&B,Merge,Minna Zhou,2017.0,2017-03-07,657,4J6CnIqPEtWYn3la2YYj2c,58199.0,2017-03-07,2017,8,0.0,2.0,1.0,both
https://www.pitchfork.com/reviews/albums/22980-valley-of-grace/,['Rap'],1,Rap,Elucid,Valley of Grace,7.5,Rap,Backwoodz Studioz,Paul A. Thompson,2017.0,2017-03-13,604,39vtb2iiz3079nqfL5nfFc,156841.0,2017-03-13,2017,99,0.0,4.0,1.0,both
https://www.pitchfork.com/reviews/albums/22981-children-of-alice/,['Experimental'],1,Experimental,Children of Alice,Children of Alice,7.3,Experimental,Warp,Jazz Monroe,2017.0,2017-03-13,558,1md0vUYlNIjIoru1Z0ASZB,471.0,2017-03-13,2017,31,0.0,1.0,1.0,both
https://www.pitchfork.com/reviews/albums/22982-everybody-works/,['Rock'],1,Rock,Jay Som,Everybody Works,8.6,Rock,Polyvinyl / Double Denim,Judy Berman,2017.0,2017-03-10,788,1wmiQ6ytATiGnJs6uFluKO,140698.0,2017-03-10,2017,11,0.0,2.0,1.0,both
https://www.pitchfork.com/reviews/albums/22983-steve-lacys-demo/,['Pop/R&B'],1,Pop/R&B,Steve Lacy,Steve Lacy’s Demo,7.4,Pop/R&B,Three Quarter,Jonah Bromwich,2017.0,2017-03-10,648,57vWImR43h4CaDao012Ofp,6411147.0,2017-03-10,2017,48,0.0,3.0,1.0,both
https://www.pitchfork.com/reviews/albums/22984-rosebudds-revenge/,['Rap'],1,Rap,Roc Marciano,Rosebudd’s Revenge,8.0,Rap,Marci Enterprises,Paul A. Thompson,2017.0,2017-03-11,717,5X0V59ipZnbvnubW0rQVri,182679.0,2017-03-11,2017,99,0.0,8.0,1.0,both
https://www.pitchfork.com/reviews/albums/22985-heartworms/,['Rock'],1,Rock,The Shins,Heartworms,7.6,Rock,Columbia / Aural Apothecary,Evan Rytlewski,2017.0,2017-03-13,887,4LG4Bs1Gadht7TCrMytQUO,1223570.0,2017-03-13,2017,149,0.0,2.0,1.0,both
https://www.pitchfork.com/reviews/albums/22986-ultramega-ok/,['Rock'],1,Rock,Soundgarden,Ultramega OK,7.3,Rock,Sub Pop,Maura Johnston,2017.0,2017-03-20,788,5xUf6j4upBrXZPg6AI4MRK,5081554.0,2017-03-20,2017,17,0.0,2.0,1.0,both
https://www.pitchfork.com/reviews/albums/22987-cascades/,"['Electronic', 'Experimental']",2,Electronic,Jean-Michel Blais,Cascades,7.3,Electronic / Experimental,Arts & Crafts,Andy Beta,2017.0,2017-03-15,562,2uHlq6ERoXk8dqRZmq2OEr,84908.0,2017-03-15,2017,180,0.0,1.0,1.0,both
https://www.pitchfork.com/reviews/albums/22988-packs/,['Rap'],1,Rap,Your Old Droog,Packs,7.7,Rap,Fat Beats,Matthew Ismael Ruiz,2017.0,2017-03-16,722,20dRvQDfCTLJU0pgq13ZYp,97516.0,2017-03-16,2017,83,0.0,1.0,1.0,both
https://www.pitchfork.com/reviews/albums/22989-through-the-looking-glass/,"['Experimental', 'Global']",2,Experimental,Midori Takada,Through the Looking Glass,8.7,Experimental / Global,Palto Flats / WRWTFWW,Andy Beta,2017.0,2017-03-13,807,3fuab64Hf1xiRGocX1sT1n,15695.0,2017-03-13,2017,180,0.0,2.0,1.0,both
https://www.pitchfork.com/reviews/albums/22990-hot-thoughts/,['Rock'],1,Rock,Spoon,Hot Thoughts,7.4,Rock,Matador,Jill Mapes,2017.0,2017-03-16,704,0K1q0nXQ8is36PzOKAMbNe,684124.0,2017-03-16,2017,21,0.0,3.0,1.0,both
https://www.pitchfork.com/reviews/albums/22991-the-night-land/,['Electronic'],1,Electronic,Talaboman,The Night Land,7.6,Electronic,R&S,Philip Sherburne,2017.0,2017-03-22,691,0w1RQjkLFHpokbFNikYbPN,25391.0,2017-03-22,2017,431,0.0,1.0,1.0,both
https://www.pitchfork.com/reviews/albums/22992-obituary/,['Metal'],1,Metal,Obituary,Obituary,7.6,Metal,Relapse,Andy O'Connor,2017.0,2017-03-20,539,0SbGI4sb8dAKFZnK7RFyhz,577934.0,2017-03-20,2017,43,0.0,1.0,1.0,both
https://www.pitchfork.com/reviews/albums/22993-paradise-ep/,['Experimental'],1,Experimental,ANOHNI,Paradise EP,7.7,Experimental,Secretly Canadian,Quinn Moreland,2017.0,2017-03-17,747,6VJZYivuYJGCrPuOAnI7Qo,190204.0,2017-03-17,2017,76,0.0,1.0,1.0,both
https://www.pitchfork.com/reviews/albums/22994-salutations/,['Rock'],1,Rock,Conor Oberst,Salutations,6.6,Rock,Nonesuch,Ian Cohen,2017.0,2017-03-14,712,2Z7gV3uEh1ckIaBzTUCE6R,168618.0,2017-03-14,2017,225,0.0,1.0,1.0,both
