artist,album,score,genre,label,reviewer,album_year,review_date,length,url,artist_id,followers_count,review_datetime,review_year,reviewer_reviews,review_release_difference,artist_reviews,artist_review_number
21 Savage,Issa Album,6.5,Rap,Slaughter Gang / Epic,Sheldon Pearce,2017.0,2017-07-12,702,https://www.pitchfork.com/reviews/albums/21-savage-issa-album/,1URnnhqYAYcrqrcwql10ft,23753456.0,2017-07-12,2017,157,0.0,5.0,1.0
21 Savage,Without Warning,8.0,Rap,Slaughter Gang / Epic,Sheldon Pearce,2017.0,2017-11-03,784,https://www.pitchfork.com/reviews/albums/21-savage-offset-metro-boomin-without-warning/,1URnnhqYAYcrqrcwql10ft,23753456.0,2017-11-03,2017,157,0.0,5.0,2.0
21 Savage,I Am > I Was,7.8,Rap,Slaughter Gang / Epic,Paul A. Thompson,2018.0,2019-01-02,870,https://www.pitchfork.com/reviews/albums/21-savage-i-am-i-was/,1URnnhqYAYcrqrcwql10ft,23753456.0,2019-01-02,2019,99,1.0,5.0,3.0
21 Savage,Savage Mode 2,6.6,Rap,Epic,Alphonse Pierre,2020.0,2020-10-07,641,https://www.pitchfork.com/reviews/albums/21-savage-metro-boomin-savage-mode-2/,1URnnhqYAYcrqrcwql10ft,23753456.0,2020-10-07,2020,187,0.0,5.0,4.0
21 Savage,American Dream,6.8,Rap,Slaughter Gang / Epic,Matthew Ritchie,2024.0,2024-01-17,796,https://www.pitchfork.com/reviews/albums/21-savage-american-dream/,1URnnhqYAYcrqrcwql10ft,23753456.0,2024-01-17,2024,29,0.0,5.0,5.0
22Gz,Growth & Development,5.8,Rap,Atlantic / Sniper Gang,Alphonse Pierre,2020.0,2020-04-15,588,https://www.pitchfork.com/reviews/albums/22gz-growth-and-development/,4JhbRL6zaItAyzqx4gHTqz,607810.0,2020-04-15,2020,187,0.0,1.0,1.0
22° Halo,Lily of the Valley,7.7,Rock,Tiny Library,Colin Joyce,2024.0,2024-11-27,612,https://www.pitchfork.com/reviews/albums/22-halo-lily-of-the-valley/,6p355yiyJc67iSNeWLM8WH,9384.0,2024-11-27,2024,69,0.0,1.0,1.0
2300,Bully,7.1,Rap,self-released,Alphonse Pierre,2024.0,2024-10-03,576,https://www.pitchfork.com/reviews/albums/2300-bully/,3ZAzTEVd7httmdQCUvqRUi,1736.0,2024-10-03,2024,187,0.0,1.0,1.0
2Pac,All Eyez on Me,9.4,Rap,Death Row / Interscope,Paul A. Thompson,1996.0,2018-01-28,2846,https://www.pitchfork.com/reviews/albums/2pac-all-eyez-on-me/,1ZwdS5xdxEREPySFridCfh,22525272.0,2018-01-28,2018,99,22.0,1.0,1.0
2hollis,boy,7.2,Pop/R&B / Electronic,self-released,Brady Brickner-Wood,2024.0,2024-06-14,905,https://www.pitchfork.com/reviews/albums/2hollis-boy/,72NhFAGG5Pt91VbheJeEPG,521697.0,2024-06-14,2024,45,0.0,2.0,1.0
2hollis,star,7.4,Pop/R&B / Electronic,Interscope,Jude Noel,2025.0,2025-04-04,831,https://www.pitchfork.com/reviews/albums/2hollis-star/,72NhFAGG5Pt91VbheJeEPG,521697.0,2025-04-04,2025,38,0.0,2.0,2.0
2nd Grade,Hit to Hit,6.4,Rock,Double Double Whammy,Arielle Gordon,2020.0,2020-06-03,588,https://www.pitchfork.com/reviews/albums/2nd-grade-hit-to-hit/,6mG7RLvtGBHIg4jdb8urYb,7668.0,2020-06-03,2020,100,0.0,2.0,1.0
2nd Grade,Scheduled Explosions,7.3,Rock,Double Double Whammy,Jude Noel,2024.0,2024-10-25,503,https://www.pitchfork.com/reviews/albums/2nd-grade-scheduled-explosions/,6mG7RLvtGBHIg4jdb8urYb,7668.0,2024-10-25,2024,38,0.0,2.0,2.0
2pillz,PILLZCASSO,7.1,Pop/R&B,Warner Music Vietnam,Joshua Minsoo Kim,2025.0,2025-08-05,842,https://www.pitchfork.com/reviews/albums/2pillz-pillzcasso/,0XtC2d9ZVigYA7iMy5YkW0,67881.0,2025-08-05,2025,64,0.0,1.0,1.0
38Kea,"Seeds, Thy Divine Thresher",7.6,Rock / Rap,Lost Appeal,Hubert Adjei-Kontoh,2021.0,2021-04-12,751,https://www.pitchfork.com/reviews/albums/38kea-seeds-thy-divine-thresher/,3BVybFxC0U2uT6B3hmm78W,4613.0,2021-04-12,2021,23,0.0,1.0,1.0
3D & the Holograms,3D & the Holograms,7.0,Rock,RoachLeg,Madison Bloom,2023.0,2023-03-29,555,https://www.pitchfork.com/reviews/albums/3d-and-the-holograms-3d-and-the-holograms/,7vi8JClPFvocAa2EnvUoCV,1661.0,2023-03-29,2023,97,0.0,1.0,1.0
3MB feat. Magic Juan Atkins,3MB feat. Magic Juan Atkins,8.0,Electronic,Tresor,Ben Cardew,2021.0,2021-06-01,721,https://www.pitchfork.com/reviews/albums/3mb-feat-magic-juan-atkins-3mb-feat-magic-juan-atkins/,44JEJiBvti7NiEhAfzWstv,1010036.0,2021-06-01,2021,175,0.0,1.0,1.0
41,41 World: Not the Album,6.5,Rap,RiteOrWrongKVH Entertainment / Republic,Alphonse Pierre,2023.0,2023-11-30,674,https://www.pitchfork.com/reviews/albums/41-41-world-not-the-album/,0yknvLWQZxwsMjhUhwWZQ8,378744.0,2023-11-30,2023,187,0.0,1.0,1.0
42 Dugg,Young & Turnt 2 (Deluxe),7.6,Rap,CMG / 4 Pockets Full,Alphonse Pierre,2020.0,2020-06-24,686,https://www.pitchfork.com/reviews/albums/42-dugg-young-and-turnt-2-deluxe/,45gHcnDnMC15sgx3VL7ROG,1581922.0,2020-06-24,2020,187,0.0,2.0,1.0
42 Dugg,Last Ones Left,7.0,Rap,CMG / Warlike / Interscope,Alphonse Pierre,2022.0,2022-04-14,550,https://www.pitchfork.com/reviews/albums/42-dugg-est-gee-last-ones-left/,45gHcnDnMC15sgx3VL7ROG,1581922.0,2022-04-14,2022,187,0.0,2.0,2.0
454,Casts of a Dreamer,8.0,Rap,4EVER,Samuel Hyland,2024.0,2024-10-11,611,https://www.pitchfork.com/reviews/albums/454-casts-of-a-dreamer/,29fUSOyH1ufr9HZbErHpc4,41023.0,2024-10-11,2024,22,0.0,1.0,1.0
4s4ki,Killer in Neverland,7.3,Experimental,Victor Entertainment,Ryo Miyauchi,2022.0,2022-08-25,590,https://www.pitchfork.com/reviews/albums/4s4ki-killer-in-neverland/,5yCWuaBlu42BKsnW89brND,78638.0,2022-08-25,2022,2,0.0,1.0,1.0
6LACK,East Atlanta Love Letter,6.1,Pop/R&B,LVRN / Interscope,Dean Van Nguyen,2018.0,2018-09-21,710,https://www.pitchfork.com/reviews/albums/6lack-east-atlanta-love-letter/,4IVAbR2w4JJNJDDRFP3E83,4850538.0,2018-09-21,2018,78,0.0,3.0,1.0
6LACK,6pc Hot EP,7.5,Pop/R&B,LVRN / Interscope,Evan Rytlewski,2020.0,2020-07-03,620,https://www.pitchfork.com/reviews/albums/6lack-6pc-hot-ep/,4IVAbR2w4JJNJDDRFP3E83,4850538.0,2020-07-03,2020,149,0.0,3.0,2.0
6LACK,Since I Have a Lover,6.3,Pop/R&B,LVRN / Interscope,Dylan Green,2023.0,2023-03-29,800,https://www.pitchfork.com/reviews/albums/6lack-since-i-have-a-lover/,4IVAbR2w4JJNJDDRFP3E83,4850538.0,2023-03-29,2023,149,0.0,3.0,3.0
6ix9ine,DUMMY BOY,3.4,Rap,ScumGang Records,Alphonse Pierre,2018.0,2018-12-03,649,https://www.pitchfork.com/reviews/albums/6ix9ine-dummy-boy/,7gZfnEnfiaHzxARJ2LeXrf,6945820.0,2018-12-03,2018,187,0.0,1.0,1.0
700 Bliss,Nothing to Declare,8.3,Experimental / Rap / Electronic,Hyperdub,Nathan Evans,2022.0,2022-06-06,692,https://www.pitchfork.com/reviews/albums/700-bliss-nothing-to-declare/,30fJJJ4vbuTd7opxNWeCAb,8024.0,2022-06-06,2022,6,0.0,1.0,1.0
7038634357,Neo Seven,7.4,Electronic,Blank Forms,Philip Sherburne,2023.0,2023-08-02,686,https://www.pitchfork.com/reviews/albums/7038634357-neo-seven/,2k55GlZ4XckJwuYEQ4HJAO,28057.0,2023-08-02,2023,431,0.0,1.0,1.0
75 Dollar Bill,I Was Real,7.6,Experimental,Thin Wrist,Andy Beta,2019.0,2019-07-02,399,https://www.pitchfork.com/reviews/albums/75-dollar-bill-i-was-real/,62xQQN2TCGZpRo4ZoFy7qq,7052.0,2019-07-02,2019,180,0.0,1.0,1.0
75 Dollar Bill Little Big Band,Live at Tubby’s,7.4,Experimental,Grapefruit,Chris O'Connell,2020.0,2020-12-14,808,https://www.pitchfork.com/reviews/albums/75-dollar-bill-little-big-band-live-at-tubbys/,5OBN8AfE5Rv0K9lbAg16cO,22391.0,2020-12-14,2020,18,0.0,1.0,1.0
7ebra,Bird Hour,6.6,Rock,PNKSLM,Jude Noel,2023.0,2023-05-05,453,https://www.pitchfork.com/reviews/albums/7ebra-bird-hour/,425zLTPcp673F9ybc3Zcja,3297.0,2023-05-05,2023,38,0.0,1.0,1.0
81355,This Time I’ll Be of Use,6.3,Rap,37d03d,Stephen Kearse,2021.0,2021-06-04,548,https://www.pitchfork.com/reviews/albums/81355-this-time-ill-be-of-use/,4g5vYp4uruzSxqo2b1G9Oo,2142.0,2021-06-04,2021,104,0.0,1.0,1.0
88rising,Head in the Clouds,6.8,88rising,88rising,Reed Jackson,2018.0,2018-08-01,665,https://www.pitchfork.com/reviews/albums/various-artists-head-in-the-clouds/,1AhjOkOLkbHUfcHDSErXQs,1043535.0,2018-08-01,2018,20,0.0,1.0,1.0
8ULENTINA,Eucalyptus EP,7.5,Electronic,Club Chai,Thea Ballard,2018.0,2018-03-12,501,https://www.pitchfork.com/reviews/albums/8ulentina-eucalyptus-ep/,32H90C2OTGTSkHzTYDE5NC,1170.0,2018-03-12,2018,27,0.0,2.0,1.0
8ULENTINA,Bodyguard,7.3,Electronic,TT Label,Harley Brown,2019.0,2019-03-26,477,https://www.pitchfork.com/reviews/albums/8ulentina-bodyguard/,32H90C2OTGTSkHzTYDE5NC,1170.0,2019-03-26,2019,5,0.0,2.0,2.0
90 Day Men,We Blame Chicago,7.4,Rock,Numero Group,Evan Rytlewski,2024.0,2024-02-01,1058,https://www.pitchfork.com/reviews/albums/90-day-men-we-blame-chicago/,0O8qR9Atrl048ESu2mG9PH,6356.0,2024-02-01,2024,149,0.0,1.0,1.0
96 Back,9696 Dream,7.4,Electronic,Local Action,Philip Sherburne,2021.0,2021-04-23,699,https://www.pitchfork.com/reviews/albums/96-back-9696-dream/,1nj9nHPkz1IbxXEpkW1WTz,4895.0,2021-04-23,2021,431,0.0,1.0,1.0
@,Mind Palace Music,7.5,Rock,Carpark,Nina Corcoran,2023.0,2023-02-24,629,https://www.pitchfork.com/reviews/albums/at-mind-palace-music/,5kxnZh8gXyXdIvCWbDMevT,419864.0,2023-02-24,2023,105,0.0,2.0,1.0
@,"Are You There God? It’s Me, @ EP",6.9,Rock,Carpark,Nina Corcoran,2024.0,2024-01-17,551,https://www.pitchfork.com/reviews/albums/at-are-you-there-god-its-me-at-ep/,5kxnZh8gXyXdIvCWbDMevT,419864.0,2024-01-17,2024,105,0.0,2.0,2.0
A Boogie Wit Da Hoodie,The Bigger Artist,7.0,Rap,Atlantic,Kristin Corry,2017.0,2017-10-05,579,https://www.pitchfork.com/reviews/albums/a-boogie-wit-da-hoodie-the-bigger-artist/,31W5EY0aAly4Qieq6OFu6I,8981358.0,2017-10-05,2017,3,0.0,3.0,1.0
A Boogie Wit Da Hoodie,International Artist,6.3,Rap,Highbridge The Label / Atlantic,Sheldon Pearce,2018.0,2018-06-26,758,https://www.pitchfork.com/reviews/albums/a-boogie-wit-da-hoodie-international-artist/,31W5EY0aAly4Qieq6OFu6I,8981358.0,2018-06-26,2018,157,0.0,3.0,2.0
A Boogie Wit Da Hoodie,Hoodie SZN,6.8,Rap,Highbridge The Label / Atlantic,Alphonse Pierre,2018.0,2019-01-08,675,https://www.pitchfork.com/reviews/albums/a-boogie-wit-da-hoodie-hoodie-szn/,31W5EY0aAly4Qieq6OFu6I,8981358.0,2019-01-08,2019,187,1.0,3.0,3.0
A Certain Ratio,ACR Loco,6.9,Electronic,Mute,Robert Ham,2020.0,2020-09-28,607,https://www.pitchfork.com/reviews/albums/a-certain-ratio-acr-loco/,2vygNfdnPBXah21ZrqhxYk,43271.0,2020-09-28,2020,28,0.0,2.0,1.0
A Certain Ratio,1982,6.7,Electronic,Mute,Alfred Soto,2023.0,2023-03-29,464,https://www.pitchfork.com/reviews/albums/a-certain-ratio-1982/,2vygNfdnPBXah21ZrqhxYk,43271.0,2023-03-29,2023,48,0.0,2.0,2.0
A Giant Dog,Toy,7.4,Rock,Merge,Nina Corcoran,2017.0,2017-09-02,595,https://www.pitchfork.com/reviews/albums/a-giant-dog-toy/,0PL9vFj7i7uKg74WpLohnG,21852.0,2017-09-02,2017,105,0.0,2.0,1.0
A Giant Dog,Bite,6.4,Rock,Merge,Linnie Greene,2023.0,2023-08-28,611,https://www.pitchfork.com/reviews/albums/a-giant-dog-bite/,0PL9vFj7i7uKg74WpLohnG,21852.0,2023-08-28,2023,44,0.0,2.0,2.0
A Great Big Pile of Leaves,Pono,7.2,Rock,Topshelf,Abby Jones,2021.0,2021-08-16,536,https://www.pitchfork.com/reviews/albums/a-great-big-pile-of-leaves-pono/,3bTTtdHi2gxhc8O68LNXXB,42226.0,2021-08-16,2021,38,0.0,1.0,1.0
A Perfect Circle,Eat the Elephant,4.9,Rock,BMG,Zoe Camp,2018.0,2018-04-23,849,https://www.pitchfork.com/reviews/albums/a-perfect-circle-eat-the-elephant/,4DFhHyjvGYa9wxdHUjtDkc,2069885.0,2018-04-23,2018,27,0.0,1.0,1.0
A Place to Bury Strangers,Pinned,5.3,Rock,Dead Oceans,Sasha Geffen,2018.0,2018-04-13,598,https://www.pitchfork.com/reviews/albums/a-place-to-bury-strangers-pinned/,3kx1S2P2Qq3a9bG4DGsAjR,113639.0,2018-04-13,2018,115,0.0,2.0,1.0
A Place to Bury Strangers,Hologram,7.3,Rock,Dedstrange,Daniel Felsenthal,2021.0,2021-07-15,548,https://www.pitchfork.com/reviews/albums/a-place-to-bury-strangers-hologram/,3kx1S2P2Qq3a9bG4DGsAjR,113639.0,2021-07-15,2021,48,0.0,2.0,2.0
A Winged Victory for the Sullen,The Undivided Five,7.5,Experimental,Ninja Tune,Brian Howe,2019.0,2020-01-07,615,https://www.pitchfork.com/reviews/albums/a-winged-victory-for-the-sullen-the-undivided-five/,13CMfEeq8AC6ryGOPODqE1,82109.0,2020-01-07,2020,72,1.0,2.0,1.0
A Winged Victory for the Sullen,Invisible Cities,6.9,Experimental,Artificial Pinearch Manufacturing,Brian Howe,2021.0,2021-02-02,695,https://www.pitchfork.com/reviews/albums/a-winged-victory-for-the-sullen-invisible-cities/,13CMfEeq8AC6ryGOPODqE1,82109.0,2021-02-02,2021,72,0.0,2.0,2.0
A$AP Ferg,Still Striving,6.1,Rap,A$AP Worldwide / Polo Grounds Music / RCA,Matthew Ismael Ruiz,2017.0,2017-08-21,625,https://www.pitchfork.com/reviews/albums/adollarap-ferg-still-striving/,5dHt1vcEm9qb8fCyLcB3HL,4284697.0,2017-08-21,2017,83,0.0,2.0,1.0
A$AP Ferg,Floor Seats II,6.7,Rap,A$AP Worldwide / Polo Grounds Music / RCA,Dylan Green,2020.0,2020-10-03,684,https://www.pitchfork.com/reviews/albums/asap-ferg-floor-seats-ii/,5dHt1vcEm9qb8fCyLcB3HL,4284697.0,2020-10-03,2020,149,0.0,2.0,2.0
A$AP Mob,Cozy Tapes Vol. 2: Too Cozy,6.0,Rap,A$AP Worldwide / Polo Grounds Music / RCA,Mehan Jayasuriya,2017.0,2017-08-31,729,https://www.pitchfork.com/reviews/albums/asap-mob-cozy-tapes-vol-2-too-cozy/,7yO4IdJjCEPz7YgZMe25iS,2190577.0,2017-08-31,2017,33,0.0,1.0,1.0
A$AP Rocky,Testing,6.7,Rap,A$AP Worldwide / Polo Grounds Music / RCA,Stephen Kearse,2018.0,2018-05-29,874,https://www.pitchfork.com/reviews/albums/asap-rocky-testing/,13ubrt8QOOCPljQ2FL1Kca,17310034.0,2018-05-29,2018,104,0.0,1.0,1.0
A$AP Twelvyy,12,6.4,Rap,A$AP Worldwide / Polo Grounds Music / RCA,Jonah Bromwich,2017.0,2017-08-12,611,https://www.pitchfork.com/reviews/albums/adollarap-twelvyy-12/,0tPjSrb43a58uznKru1k2P,327928.0,2017-08-12,2017,48,0.0,1.0,1.0
