artist,album,score,genre,label,reviewer,year,review_date,length,url
JADE,THAT’S SHOWBIZ BABY!,7.5,Pop/R&B,RCA,Harry Tafoya,2025.0,2025-09-23,1169,https://www.pitchfork.com/reviews/albums/jade-thats-showbiz-baby/
Joan Shelley,Real Warmth,7.7,Folk/Country,No Quarter,Stephen M. Deusner,2025.0,2025-09-22,757,https://www.pitchfork.com/reviews/albums/joan-shelley-real-warmth/
Verses GT,Verses GT,6.9,Electronic,LuckyMe,Sue Park,2025.0,2025-09-22,598,https://www.pitchfork.com/reviews/albums/verses-gt-nosaj-thing-jacques-greene-verses-gt/
Rian Treanor,Body Lapse,7.1,Electronic,Planet Mu,Andrew Ryce,2025.0,2025-09-22,638,https://www.pitchfork.com/reviews/albums/rian-treanor-cara-tolmie-body-lapse/
The Jim Carroll Band,Catholic Boy,8.8,Rock,ATCO,Linnie Greene,1980.0,2025-09-21,1781,https://www.pitchfork.com/reviews/albums/the-jim-carroll-band-catholic-boy/
Nine Inch Nails,TRON: Ares (Original Motion Picture Soundtrack),7.4,Rock,Interscope,Sadie Sartini Garner,2025.0,2025-09-20,1496,https://www.pitchfork.com/reviews/albums/nine-inch-nails-tron-ares-original-motion-picture-soundtrack/
Wednesday,Bleeds,8.7,Rock,Dead Oceans,Walden Green,2025.0,2025-09-19,1159,https://www.pitchfork.com/reviews/albums/wednesday-bleeds/
King Princess,Girl Violence,7.5,Pop/R&B,Section1,Lily Goldberg,2025.0,2025-09-19,991,https://www.pitchfork.com/reviews/albums/king-princess-girl-violence/
Anysia Kym,Purity,7.5,Pop/R&B / Electronic / Rap,10k,Olivier Lafontant,2025.0,2025-09-19,667,https://www.pitchfork.com/reviews/albums/anysia-kym-tony-seltzer-purity/
Lola Young,I’m Only F**king Myself,7.2,Pop/R&B,Island,Aimee Cliff,2025.0,2025-09-18,766,https://www.pitchfork.com/reviews/albums/lola-young-im-only-fucking-myself/
Maruja,Pain to Power,6.9,Rock,Music for Nations,Madison Bloom,2025.0,2025-09-18,688,https://www.pitchfork.com/reviews/albums/maruja-pain-to-power/
Ed Sheeran,Play,4.3,Pop/R&B,Atlantic,Shaad D’Souza,2025.0,2025-09-17,1492,https://www.pitchfork.com/reviews/albums/ed-sheeran-play/
mark william lewis,Mark William Lewis,7.4,Rock,A24 Music,Colin Joyce,2025.0,2025-09-17,613,https://www.pitchfork.com/reviews/albums/mark-william-lewis-mark-william-lewis/
The Hidden Cameras,BRONTO,8.0,Rock,EvilEvil,Stuart Berman,2025.0,2025-09-17,708,https://www.pitchfork.com/reviews/albums/the-hidden-cameras-bronto/
Jens Lekman,Songs for Other People’s Weddings,7.6,Rock,Secretly Canadian,Brian Howe,2025.0,2025-09-16,1263,https://www.pitchfork.com/reviews/albums/jens-lekman-songs-for-other-peoples-weddings/
Oli XL,Lick the Lens – Pt.1,7.0,Electronic,Warp,H.D. Angel,2025.0,2025-09-16,810,https://www.pitchfork.com/reviews/albums/oli-xl-lick-the-lens-pt1/
dolo2000,Let’s Meet at Junes,7.5,Rap,texasBronco,Alphonse Pierre,2025.0,2025-09-16,605,https://www.pitchfork.com/reviews/albums/dolo2000-lets-meet-at-junes/
Twenty One Pilots,Breach,6.2,Rock,Fueled by Ramen,Hannah Jocelyn,2025.0,2025-09-15,1045,https://www.pitchfork.com/reviews/albums/twenty-one-pilots-breach/
Liquid Mike,Hell Is an Airport,7.2,Rock,self-released,Grace Robins-Somerville,2025.0,2025-09-15,722,https://www.pitchfork.com/reviews/albums/liquid-mike-hell-is-an-airport/
Ben Bondy,XO Salt Llif3,6.9,Experimental,3XL,Sam Goldner,2025.0,2025-09-15,586,https://www.pitchfork.com/reviews/albums/ben-bondy-xo-salt-llif3/
Phish,The Siket Disc,8.1,Rock,self-released,Sam Sodomsky,1999.0,2025-09-14,2333,https://www.pitchfork.com/reviews/albums/phish-the-siket-disc/
David Byrne,Who Is the Sky?,5.1,Rock,Matador,Stephen Thomas Erlewine,2025.0,2025-09-13,832,https://www.pitchfork.com/reviews/albums/david-byrne-who-is-the-sky/
Algernon Cadwallader,Trying Not to Have a Thought,8.4,Rock,Saddle Creek,Nina Corcoran,2025.0,2025-09-12,1158,https://www.pitchfork.com/reviews/albums/algernon-cadwallader-trying-not-to-have-a-thought/
La Dispute,No One Was Driving the Car,7.8,Rock,Epitaph,Arielle Gordon,2025.0,2025-09-12,932,https://www.pitchfork.com/reviews/albums/la-dispute-no-one-was-driving-the-car/
Titanic,HAGEN,7.7,Experimental,Unheard of Hope,E.R. Pulgar,2025.0,2025-09-12,554,https://www.pitchfork.com/reviews/albums/titanic-hagen/
james K,Friend,8.0,Electronic,AD 93,Harry Tafoya,2025.0,2025-09-11,785,https://www.pitchfork.com/reviews/albums/james-k-friend/
Flur,Plunge,7.8,Jazz,Latency,Dash Lewis,2025.0,2025-09-11,776,https://www.pitchfork.com/reviews/albums/flur-plunge/
Jehnny Beth,"You Heartbreaker, You",7.9,Rock,Fiction,Sadie Sartini Garner,2025.0,2025-09-11,879,https://www.pitchfork.com/reviews/albums/jehnny-beth-you-heartbreaker-you/
Justin Bieber,SWAG II,5.2,Pop/R&B,Def Jam,Rich Juzwiak,2025.0,2025-09-10,1050,https://www.pitchfork.com/reviews/albums/justin-bieber-swag-ii/
Blood Orange,Essex Honey,8.1,Pop/R&B,RCA,Stephen Kearse,2025.0,2025-09-10,814,https://www.pitchfork.com/reviews/albums/blood-orange-essex-honey/
Hayley Williams,Ego Death at a Bachelorette Party,7.3,Pop/R&B / Rock,Post Atlantic,Amanda Wicks,2025.0,2025-09-10,636,https://www.pitchfork.com/reviews/albums/hayley-williams-ego-death-at-a-bachelorette-party/
Hot Chip,Joy in Repetition,8.6,Electronic,Domino,Brad Shoup,2025.0,2025-09-09,1241,https://www.pitchfork.com/reviews/albums/hot-chip-joy-in-repetition/
Ghostface Killah,Supreme Clientele 2,6.6,Rap,Mass Appeal,Paul A. Thompson,2025.0,2025-09-09,794,https://www.pitchfork.com/reviews/albums/ghostface-killah-supreme-clientele-2/
Brian Dunne,Clams Casino,7.8,Rock,Missing Piece,Matthew Strauss,2025.0,2025-09-09,751,https://www.pitchfork.com/reviews/albums/brian-dunne-clams-casino/
Lucrecia Dalt,A Danger to Ourselves,8.5,Experimental,Rvng Intl.,Matthew Ismael Ruiz,2025.0,2025-09-08,915,https://www.pitchfork.com/reviews/albums/lucrecia-dalt-a-danger-to-ourselves/
Saint Etienne,International,6.7,Rock,Heavenly,Harry Tafoya,2025.0,2025-09-08,1188,https://www.pitchfork.com/reviews/albums/saint-etienne-international/
Mariah the Scientist,HEARTS SOLD SEPARATELY,7.7,Pop/R&B,Epic,Wongo Okon,2025.0,2025-09-08,742,https://www.pitchfork.com/reviews/albums/mariah-the-scientist-hearts-sold-separately/
Anna Domino,East and West,9.2,Rock,Les Disques du Crépuscule,Shaad D’Souza,1984.0,2025-09-07,2015,https://www.pitchfork.com/reviews/albums/anna-domino-east-and-west/
Slipknot,Slipknot (25th Anniversary Edition),8.2,Metal,Roadrunner,Ian Cohen,2025.0,2025-09-06,1858,https://www.pitchfork.com/reviews/albums/slipknot-slipknot-25th-anniversary-edition/
Big Thief,Double Infinity,7.6,Rock,4AD,Vrinda Jagota,2025.0,2025-09-05,1039,https://www.pitchfork.com/reviews/albums/big-thief-double-infinity/
Akasha System,Heliocene,7.3,Electronic,100% Silk,Sam Goldner,2025.0,2025-09-05,523,https://www.pitchfork.com/reviews/albums/akasha-system-heliocene/
Ami Taf Ra,The Prophet and the Madman,7.5,Jazz,Brainfeeder,Beverly Bryan,2025.0,2025-09-05,635,https://www.pitchfork.com/reviews/albums/ami-taf-ra-the-prophet-and-the-madman/
Greg Freeman,Burnover,8.3,Rock,Transgressive / Canvasback,Grace Robins-Somerville,2025.0,2025-09-04,837,https://www.pitchfork.com/reviews/albums/greg-freeman-burnover/
The Beths,Straight Line Was a Lie,7.5,Rock,Anti-,Linnie Greene,2025.0,2025-09-04,599,https://www.pitchfork.com/reviews/albums/the-beths-straight-line-was-a-lie/
Stars of the Lid,Music for Nitrous Oxide (30 Year Anniversary Remastered),8.5,Electronic,Artificial Pinearch Manufacturing,Mark Richardson,2025.0,2025-09-04,1034,https://www.pitchfork.com/reviews/albums/stars-of-the-lid-music-for-nitrous-oxide-30-year-anniversary-remastered/
Sabrina Carpenter,Man’s Best Friend,7.9,Pop/R&B,Island,Walden Green,2025.0,2025-09-03,741,https://www.pitchfork.com/reviews/albums/sabrina-carpenter-mans-best-friend/
Margo Price,Hard Headed Woman,7.6,Folk/Country,Loma Vista,Will Hermes,2025.0,2025-09-03,748,https://www.pitchfork.com/reviews/albums/margo-price-hard-headed-woman/
Ganser,Animal Hospital,7.5,Rock,Felte,Sadie Sartini Garner,2025.0,2025-09-03,917,https://www.pitchfork.com/reviews/albums/ganser-animal-hospital/
Anna Tivel,Animal Poem,7.6,Folk/Country,Fluff & Gravy,Linnie Greene,2025.0,2025-09-02,582,https://www.pitchfork.com/reviews/albums/anna-tivel-animal-poem/
Zach Top,Ain’t in It for My Health,7.2,Folk/Country,Leo33,Millan Verma,2025.0,2025-09-02,605,https://www.pitchfork.com/reviews/albums/zach-top-aint-in-it-for-my-health/
Lathe of Heaven,Aurora,7.1,Rock,Sacred Bones,David Glickman,2025.0,2025-09-02,579,https://www.pitchfork.com/reviews/albums/lathe-of-heaven-aurora/
The Tragically Hip,Fully Completely,9.4,Rock,MCA,Alex Robert Ross,1992.0,2025-08-31,3562,https://www.pitchfork.com/reviews/albums/the-tragically-hip-fully-completely/
Haruomi Hosono,Tropical Dandy,8.0,Electronic / Pop/R&B,Stones Throw,Joshua Minsoo Kim,2025.0,2025-08-30,918,https://www.pitchfork.com/reviews/albums/haruomi-hosono-tropical-dandy/
Terre Thaemlitz,RA.1000,8.3,Electronic,Resident Advisor,Jesse Dorris,2025.0,2025-08-29,1370,https://www.pitchfork.com/reviews/albums/dj-sprinkles-ra1000/
CMAT,EURO-COUNTRY,7.7,Pop/R&B,AWAL,Laura Snapes,2025.0,2025-08-29,1226,https://www.pitchfork.com/reviews/albums/cmat-euro-country/
Wolf Alice,The Clearing,7.3,Rock,Columbia,Samir Chadha,2025.0,2025-08-29,751,https://www.pitchfork.com/reviews/albums/wolf-alice-the-clearing/
Earl Sweatshirt,Live Laugh Love,8.5,Rap,Tan Cressida / Warner,Alphonse Pierre,2025.0,2025-08-28,977,https://www.pitchfork.com/reviews/albums/earl-sweatshirt-live-laugh-love/
Sir Chloe,Swallow the Knife,6.8,Rock,OneRPM,Marissa Lorusso,2025.0,2025-08-28,584,https://www.pitchfork.com/reviews/albums/sir-chloe-swallow-the-knife/
Hunx and His Punx,Walk Out on This World,7.3,Rock,Get Better,Eric Torres,2025.0,2025-08-28,685,https://www.pitchfork.com/reviews/albums/hunx-and-his-punx-walk-out-on-this-world/
Nourished by Time,The Passionate Ones,8.4,Pop/R&B,XL,Samuel Hyland,2025.0,2025-08-27,791,https://www.pitchfork.com/reviews/albums/nourished-by-time-the-passionate-ones/
Alison Goldfrapp,Flux,7.2,Pop/R&B,A.G,Katherine St. Asaph,2025.0,2025-08-27,647,https://www.pitchfork.com/reviews/albums/alison-goldfrapp-flux/
Kathleen Edwards,Billionaire,6.8,Rock,Dualtone,Amanda Wicks,2025.0,2025-08-27,650,https://www.pitchfork.com/reviews/albums/kathleen-edwards-billionaire/
Water From Your Eyes,It’s a Beautiful Place,8.3,Rock,Matador,Philip Sherburne,2025.0,2025-08-26,1065,https://www.pitchfork.com/reviews/albums/water-from-your-eyes-its-a-beautiful-place/
Kaitlyn Aurelia Smith,Gush,7.4,Experimental,Nettwerk,Sasha Geffen,2025.0,2025-08-26,669,https://www.pitchfork.com/reviews/albums/kaitlyn-aurelia-smith-gush/
Scree,August,7.4,Jazz,Ruination,Daniel Bromfield,2025.0,2025-08-26,571,https://www.pitchfork.com/reviews/albums/scree-august/
Mac DeMarco,Guitar,7.8,Rock,Mac’s Record Label,Grayson Haver Currin,2025.0,2025-08-25,1114,https://www.pitchfork.com/reviews/albums/mac-demarco-guitar/
Superchunk,Songs in the Key of Yikes,7.4,Rock,Merge,Stephen Thomas Erlewine,2025.0,2025-08-25,542,https://www.pitchfork.com/reviews/albums/superchunk-songs-in-the-key-of-yikes/
Charley Crockett,Dollar a Day,7.6,Folk/Country,Island,Stephen Thomas Erlewine,2025.0,2025-08-25,441,https://www.pitchfork.com/reviews/albums/charley-crockett-dollar-a-day/
Pavement,Slanted and Enchanted,10.0,Rock,Matador,Mike Powell,2025.0,2025-08-24,1847,https://www.pitchfork.com/reviews/albums/pavement-slanted-and-enchanted/
Susumu Yokota,Skintone Edition Volume 1,8.7,Electronic,Lo Recordings / Skintone,Philip Sherburne,2025.0,2025-08-23,1847,https://www.pitchfork.com/reviews/albums/susumu-yokota-skintone-edition-volume-1/
Hand Habits,Blue Reminder,7.9,Rock,Fat Possum,Marissa Lorusso,2025.0,2025-08-22,595,https://www.pitchfork.com/reviews/albums/hand-habits-blue-reminder/
The World Is a Beautiful Place & I Am No Longer Afraid to Die,Dreams of Being Dust,6.2,Rock,Epitaph,Patrick Lyons,2025.0,2025-08-22,880,https://www.pitchfork.com/reviews/albums/the-world-is-a-beautiful-place-and-i-am-no-dreams-of-being-dust/
Pino Palladino,That Wasn’t a Dream,7.5,Jazz / Rock / Experimental,New Deal / Impulse!,Dash Lewis,2025.0,2025-08-22,753,https://www.pitchfork.com/reviews/albums/pino-palladino-blake-mills-that-wasnt-a-dream/
Deftones,private music,7.6,Metal / Rock,Reprise,Sadie Sartini Garner,2025.0,2025-08-21,1094,https://www.pitchfork.com/reviews/albums/deftones-private-music/
Laufey,A Matter of Time,7.2,Pop/R&B / Jazz,Vingolf,Will Hermes,2025.0,2025-08-21,690,https://www.pitchfork.com/reviews/albums/laufey-a-matter-of-time/
Audrey Hobert,Who’s the Clown?,6.9,Pop/R&B,RCA,Arielle Gordon,2025.0,2025-08-21,712,https://www.pitchfork.com/reviews/albums/audrey-hobart-whos-the-clown/
Chance the Rapper,Star Line,5.9,Rap,self-released,Alphonse Pierre,2025.0,2025-08-20,1153,https://www.pitchfork.com/reviews/albums/chance-the-rapper-star-line/
Maroon 5,Love Is Like,2.4,Rock,Interscope / 222,Linnie Greene,2025.0,2025-08-20,535,https://www.pitchfork.com/reviews/albums/maroon-5-love-is-like/
Mark Ernestus’ Ndagga Rhythm Force,Khadim,8.1,Experimental,self-released,Rae-Aila Crumble,2025.0,2025-08-20,705,https://www.pitchfork.com/reviews/albums/mark-ernestus-ndagga-rhythm-force-khadim/
Kaytranada,AIN’T NO DAMN WAY!,7.6,Pop/R&B,RCA,Andrew Ryce,2025.0,2025-08-19,831,https://www.pitchfork.com/reviews/albums/kaytranada-aint-no-damn-way/
Steve Gunn,Music for Writers,7.1,Folk/Country,Three Lobed,Stephen M. Deusner,2025.0,2025-08-19,765,https://www.pitchfork.com/reviews/albums/steve-gunn-music-for-writers/
Racing Mount Pleasant,Racing Mount Pleasant,6.3,Rock,R&R,Ian Cohen,2025.0,2025-08-19,751,https://www.pitchfork.com/reviews/albums/racing-mount-pleasant-racing-mount-pleasant/
Dijon,Baby,9.0,Pop/R&B,R&R / Warner,Ivy Nelson,2025.0,2025-08-18,1094,https://www.pitchfork.com/reviews/albums/dijon-baby/
Pool Kids,Easier Said Than Done,7.6,Rock,Epitaph,Hannah Jocelyn,2025.0,2025-08-18,774,https://www.pitchfork.com/reviews/albums/pool-kids-easier-said-than-done/
Rio Da Yung OG,F.L.I.N.T. (Feeling Like I’m Not Through),8.0,Rap,EMPIRE,Donald Morrison,2025.0,2025-08-18,731,https://www.pitchfork.com/reviews/albums/rio-da-yung-og-flint-feeling-like-im-not-through/
Various Artists,Songs in the Key of Z,9.1,Which?,Which?,Brad Shoup,2000.0,2025-08-17,3310,https://www.pitchfork.com/reviews/albums/various-artists-songs-in-the-key-of-z/
Cass McCombs,Interior Live Oak,8.1,Folk/Country / Rock,Domino,Brian Howe,2025.0,2025-08-16,811,https://www.pitchfork.com/reviews/albums/cass-mccombs-interior-live-oak/
Radiohead,Hail to the Thief (Live Recordings 2003-2009),8.1,Rock,XL,Molly Mary O’Brien,2025.0,2025-08-15,1763,https://www.pitchfork.com/reviews/albums/radiohead-hail-to-the-thief-live-recordings-2003-2009/
Pile,Sunshine and Balance Beams,7.9,Rock,Sooper,Zach Schonfeld,2025.0,2025-08-15,742,https://www.pitchfork.com/reviews/albums/pile-sunshine-and-balance-beams/
Mondo Lava,Utero Dei,7.1,Rock,Hausu Mountain,Sam Goldner,2025.0,2025-08-15,619,https://www.pitchfork.com/reviews/albums/mondo-lava-utero-dei/
MGK,lost americana,5.6,Rap / Rock,Interscope,Drew Millard,2025.0,2025-08-14,1454,https://www.pitchfork.com/reviews/albums/mgk-lost-americana/
Phil Elverum,GIANT OPENING MOUTH ON THE GROUND,6.6,Rock / Experimental,P.W. Elverum & Sun,Daniel Bromfield,2025.0,2025-08-14,794,https://www.pitchfork.com/reviews/albums/phil-elverum-arrington-de-dionyso-giant-opening-mouth-on-the-ground/
wolfacejoeyy,SUMMERSONGS,7.6,Rap,self-released,Samuel Hyland,2025.0,2025-08-14,639,https://www.pitchfork.com/reviews/albums/wolfacejoeyy-summersongs/
Quadeca,"Vanisher, Horizon Scraper",6.7,Rap,X8 Music,Kieran Press-Reynolds,2025.0,2025-08-13,1015,https://www.pitchfork.com/reviews/albums/quadeca-vanisher-horizon-scraper/
coatshek,Sound Bath,8.0,Electronic,Dark Entries,Andrew Ryce,2025.0,2025-08-13,1011,https://www.pitchfork.com/reviews/albums/coatshek-sound-bath/
Field Medic,Surrender Instead,6.8,Folk/Country,self-released,Grace Robins-Somerville,2025.0,2025-08-13,601,https://www.pitchfork.com/reviews/albums/field-mic-surrender-instead/
Osees,ABOMINATION REVEALED AT LAST,7.3,Rock,Deathgod,Nina Corcoran,2025.0,2025-08-12,633,https://www.pitchfork.com/reviews/albums/osees-abomination-revealed-at-last/
Anamanaguchi,Anyway,7.5,Electronic,Polyvinyl,Ian Cohen,2025.0,2025-08-12,661,https://www.pitchfork.com/reviews/albums/anamanaguchi-anyway/
Recoechi,FLAVAZ,7.6,Rap,Closed Sessions,Dash Lewis,2025.0,2025-08-12,855,https://www.pitchfork.com/reviews/albums/recoechi-flavaz/
No Joy,Bugland,8.3,Rock,Hand Drawn Dracula,Sadie Sartini Garner,2025.0,2025-08-11,908,https://www.pitchfork.com/reviews/albums/no-joy-bugland/
Big Freedia,Pressing Onward,7.1,Rap,Queen Diva Music,Matthew Ismael Ruiz,2025.0,2025-08-11,705,https://www.pitchfork.com/reviews/albums/big-freedia-pressing-onward/
Vylet Pony,Love & Ponystep,7.8,Electronic,Horse Friends / 32.7 The Creek,Kieran Press-Reynolds,2025.0,2025-08-11,1025,https://www.pitchfork.com/reviews/albums/vylet-pony-love-and-ponystep/
Toni Braxton,Secrets,8.0,Pop/R&B,LaFace,Clover Hope,1996.0,2025-08-10,2400,https://www.pitchfork.com/reviews/albums/toni-braxton-secrets/
Nick Drake,The Making of Five Leaves Left,9.0,Folk/Country,Island,Grayson Haver Currin,2025.0,2025-08-09,1288,https://www.pitchfork.com/reviews/albums/nick-drake-the-making-of-five-leaves-left/
Amaarae,Black Star,8.8,Pop/R&B,Interscope,Walden Green,2025.0,2025-08-08,853,https://www.pitchfork.com/reviews/albums/amaarae-black-star/
Ada Lea,when i paint my masterpiece,7.3,Rock,Saddle Creek,Marissa Lorusso,2025.0,2025-08-08,554,https://www.pitchfork.com/reviews/albums/ada-lea-when-i-paint-my-masterpiece/
Mal Blum,The Villain,7.4,Rock,Get Better,Liam Whitworth,2025.0,2025-08-08,655,https://www.pitchfork.com/reviews/albums/mal-blum-the-villain/
Ethel Cain,"Willoughby Tucker, I’ll Always Love You",6.7,Rock,Daughters of Cain,Olivia Horn,2025.0,2025-08-07,1045,https://www.pitchfork.com/reviews/albums/ethel-cain-willoughby-tucker-ill-always-love-you/
The Black Keys,"No Rain, No Flowers",5.4,Rock,Easy Eye Sound / Warner,Stephen Thomas Erlewine,2025.0,2025-08-07,705,https://www.pitchfork.com/reviews/albums/the-black-keys-no-rain-no-flowers/
Ali Sethi,Love Language,7.3,Experimental / Pop/R&B,Zubberdust Media,Bhanuj Kappal,2025.0,2025-08-07,880,https://www.pitchfork.com/reviews/albums/ali-sethi-love-language/
Metro Boomin,Metro Boomin Presents: A Futuristic Summa (Hosted by DJ Spinz),6.8,Rap,Boominati Worldwide / Mercury / Republic,Matthew Ritchie,2025.0,2025-08-06,973,https://www.pitchfork.com/reviews/albums/metro-boomin-presents-a-futuristic-summa-hosted-by-dj-spinz/
DJ K,Radio Libertadora!,6.5,Experimental,Nyege Nyege Tapes,Harry Tafoya,2025.0,2025-08-06,1110,https://www.pitchfork.com/reviews/albums/dj-k-radio-libertadora/
Xaviersobased,once moreEP,8.0,Rap,1-chance / Surf Gang / Atlantic,Olivier Lafontant,2025.0,2025-08-06,702,https://www.pitchfork.com/reviews/albums/xaviersobased-once-more-ep/
Heatmiser,Mic City Sons (30th Anniversary),8.6,Rock,Third Man,Jayson Greene,2025.0,2025-08-05,1279,https://www.pitchfork.com/reviews/albums/heatmiser-mic-city-sons-30th-anniversary/
AraabMuzik,Electronic Dream 2,6.6,Electronic,Genre Defying Entertainment / D Productions,Andrew Ryce,2025.0,2025-08-05,941,https://www.pitchfork.com/reviews/albums/araabmuzik-electronic-dream-2/
2pillz,PILLZCASSO,7.1,Pop/R&B,Warner Music Vietnam,Joshua Minsoo Kim,2025.0,2025-08-05,842,https://www.pitchfork.com/reviews/albums/2pillz-pillzcasso/
The Armed,THE FUTURE IS HERE AND EVERYTHING NEEDS TO BE DESTROYED,7.8,Rock,Sargent House,Alex Robert Ross,2025.0,2025-08-04,816,https://www.pitchfork.com/reviews/albums/the-armed-the-future-is-here-and-everything-needs-to-be-destroyed/
Rounak Maiti,Brute Fact/Home Truth,6.7,Rock,self-released,Bhanuj Kappal,2025.0,2025-08-04,650,https://www.pitchfork.com/reviews/albums/rounak-maiti-brute-fact-home-truth/
Tommy Genesis,Genesis,6.3,Rap,Ultra,AJ Morris,2025.0,2025-08-04,649,https://www.pitchfork.com/reviews/albums/tommy-genesis-genesis/
Shudder to Think,Pony Express Record,9.1,Rock,Epic,Philip Sherburne,1994.0,2025-08-03,4282,https://www.pitchfork.com/reviews/albums/shudder-to-think-pony-express-record/
Reneé Rapp,BITE ME,6.4,Pop/R&B,Interscope,Walden Green,2025.0,2025-08-02,713,https://www.pitchfork.com/reviews/albums/renee-rapp-bite-me/
Wisp,If Not Winter,5.8,Rock,Interscope,Kieran Press-Reynolds,2025.0,2025-08-01,730,https://www.pitchfork.com/reviews/albums/wisp-if-not-winter/
Sofia Kourtesis,VolverEP,7.4,Electronic,Ninja Tune,Eric Torres,2025.0,2025-08-01,516,https://www.pitchfork.com/reviews/albums/sofia-kourtesis-volver-ep/
zayALLCAPS,art Pop * pop Art,7.8,Rap,autotuneKaraoke,Samuel Hyland,2025.0,2025-08-01,663,https://www.pitchfork.com/reviews/albums/zayallcaps-art-pop-pop-art/
Freddie Gibbs,Alfredo 2,7.3,Rap,Rabbit Vision / ALC,Paul A. Thompson,2025.0,2025-07-31,904,https://www.pitchfork.com/reviews/albums/freddie-gibbs-the-alchemist-alfredo-2/
YoungBoy Never Broke Again,MASA,6.4,Rap,Never Broke Again / Motown,Matthew Ritchie,2025.0,2025-07-31,869,https://www.pitchfork.com/reviews/albums/youngboy-never-broke-again-masa/
Lelo,New Detroit,7.8,Rap,10K Projects,Alphonse Pierre,2025.0,2025-07-31,869,https://www.pitchfork.com/reviews/albums/lelo-new-detroit/
Madonna,Veronica Electronica,5.9,Pop/R&B,Warner,Owen Myers,2025.0,2025-07-30,1066,https://www.pitchfork.com/reviews/albums/madonna-veronica-electronica/
Kurt Vile,Classic Love (ep),6.4,Rock,Verve,Stephen M. Deusner,2025.0,2025-07-30,723,https://www.pitchfork.com/reviews/albums/kurt-vile-classic-love-ep/
Homeboy Sandman,Soli Deo Gloria,6.8,Rap,Dirty Looks / We Buy Gold,Dean Van Nguyen,2025.0,2025-07-30,657,https://www.pitchfork.com/reviews/albums/homeboy-sandman-sonnyjim-soli-deo-gloria/
Chuquimamani-Condori,Edits,7.7,Experimental,self-released,Sam Goldner,2025.0,2025-07-29,826,https://www.pitchfork.com/reviews/albums/chuquimamani-condori-edits/
Loe Shimmy,Rockstar Junkie,6.5,Rap,Rebel / Gamma.,Donald Morrison,2025.0,2025-07-29,616,https://www.pitchfork.com/reviews/albums/loe-shimmy-rockstar-junkie/
Cory Hanson,I Love People,7.7,Rock,Drag City,Ryan Meehan,2025.0,2025-07-29,707,https://www.pitchfork.com/reviews/albums/cory-hanson-i-love-people/
Indigo De Souza,Precipice,6.6,Rock,Loma Vista,Grace Robins-Somerville,2025.0,2025-07-28,567,https://www.pitchfork.com/reviews/albums/indigo-de-souza-precipice/
rRoxymore,Juggling Dualities,7.4,Electronic,!K7,Joshua Minsoo Kim,2025.0,2025-07-28,521,https://www.pitchfork.com/reviews/albums/rroxymore-juggling-dualities/
Far Caspian,Autofiction,7.1,Rock,Tiny Library,Nina Corcoran,2025.0,2025-07-28,663,https://www.pitchfork.com/reviews/albums/far-caspian-autofiction/
