artist,album,score,genre,label,reviewer,year,review_date,length,url
Westside Gunn,And Then You Pray for Me,6.9,Rap,Griselda,Matthew Strauss,2023.0,2023-10-18,603,https://www.pitchfork.com/reviews/albums/westside-gunn-and-then-you-pray-for-me/
Devstacks,Scriptures,7.0,Rap,New 11,Alphonse Pierre,2023.0,2023-10-18,485,https://www.pitchfork.com/reviews/albums/devstacks-scriptures/
Squirrel Flower,Tomorrow’s Fire,7.4,Rock,Polyvinyl,Marissa Lorusso,2023.0,2023-10-18,679,https://www.pitchfork.com/reviews/albums/squirrel-flower-tomorrows-fire/
Bad Bunny,nadie sabe lo que va a pasar mañana,7.4,Rap / Pop/R&B,Rimas,Isabelia Herrera,2023.0,2023-10-17,811,https://www.pitchfork.com/reviews/albums/bad-bunny-nadie-sabe-lo-que-va-a-pasar-manana/
Jamila Woods,Water Made Us,8.0,Pop/R&B,Jagjaguwar,Tarisai Ngangura,2023.0,2023-10-17,756,https://www.pitchfork.com/reviews/albums/jamila-woods-water-made-us/
Holly Humberstone,Paint My Bedroom Black,6.8,Pop/R&B,Polydor / Darkroom / Geffen,Hannah Jocelyn,2023.0,2023-10-17,455,https://www.pitchfork.com/reviews/albums/holly-humberstone-paint-my-bedroom-black/
Troye Sivan,Something to Give Each Other,8.0,Pop/R&B,Capitol,Harry Tafoya,2023.0,2023-10-16,895,https://www.pitchfork.com/reviews/albums/troye-sivan-something-to-give-each-other/
Helena Deland,Goodnight Summerland,7.4,Experimental / Folk/Country,Chivi Chivi,Marissa Lorusso,2023.0,2023-10-16,640,https://www.pitchfork.com/reviews/albums/helena-deland-goodnight-summerland/
Call Super,Eulo Cramps,7.9,Electronic,Can You Feel the Sun,Philip Sherburne,2023.0,2023-10-16,780,https://www.pitchfork.com/reviews/albums/call-super-eulo-cramps/
Slauson Malone 1,Excelsior,7.4,Rap / Experimental,Warp,T.M. Brown,2023.0,2023-10-16,502,https://www.pitchfork.com/reviews/albums/slauson-malone-excelsior/
The Waitresses,Wasn’t Tomorrow Wonderful?,8.2,Electronic / Rock,Polydor,Madison Bloom,1982.0,2023-10-15,2293,https://www.pitchfork.com/reviews/albums/the-waitresses-wasnt-tomorrow-wonderful/
Hiroshi Yoshimura,Surround,9.0,Electronic,Temporal Drift,Joshua Minsoo Kim,2023.0,2023-10-14,1127,https://www.pitchfork.com/reviews/albums/hiroshi-yoshimura-surround/
Boygenius,The Rest EP,7.5,Rock,Interscope,Olivia Horn,2023.0,2023-10-13,1062,https://www.pitchfork.com/reviews/albums/boygenius-the-rest-ep/
Joni Mitchell,"Archives, Vol. 3: The Asylum Years (1972-1975)",8.6,Rock,Rhino,Andy Cush,2023.0,2023-10-13,2664,https://www.pitchfork.com/reviews/albums/archives-vol-3-the-asylum-years-1972-1975/
Truth Club,Running From the Chase,7.7,Rock,Double Double Whammy,Stuart Berman,2023.0,2023-10-13,638,https://www.pitchfork.com/reviews/albums/truth-club-running-from-the-chase/
ĠENN,Unum,7.0,Rock,Liminal Collective,Hannah Jocelyn,2023.0,2023-10-13,433,https://www.pitchfork.com/reviews/albums/genn-unum/
L’Rain,I Killed Your Dog,8.7,Experimental,Mexican Summer,Stephen Kearse,2023.0,2023-10-12,814,https://www.pitchfork.com/reviews/albums/lrain-i-killed-your-dog/
Meernaa,So Far So Good,7.4,Pop/R&B,Keeled Scales,Vrinda Jagota,2023.0,2023-10-12,543,https://www.pitchfork.com/reviews/albums/meerna-so-far-so-good/
Mutual Benefit,Growing at the Edges,7.9,Folk/Country,Transgressive,Evan Rytlewski,2023.0,2023-10-12,639,https://www.pitchfork.com/reviews/albums/mutual-benefit-growing-at-the-edges/
Heatmiser,The Music of Heatmiser,7.5,Rock,Third Man,Zach Schonfeld,2023.0,2023-10-11,639,https://www.pitchfork.com/reviews/albums/heatmiser-the-music-of-heatmiser/
Babyfxce E,The X Tape,6.5,Rap,,Alphonse Pierre,2023.0,2023-10-11,704,https://www.pitchfork.com/reviews/albums/babyfxce-the-x-tape/
Maiya the Don,Hot Commodity,7.6,Rap,RCA,Dylan Green,2023.0,2023-10-11,553,https://www.pitchfork.com/reviews/albums/maiya-the-don-hot-commodity/
Jlin,Perspective EP,7.9,Electronic,Planet Mu,Jonathan Williger,2023.0,2023-10-11,700,https://www.pitchfork.com/reviews/albums/jlin-perspective-ep/
Mary Lattimore,"Goodbye, Hotel Arkada",6.9,Experimental,Ghostly International,Vanessa Ague,2023.0,2023-10-10,501,https://www.pitchfork.com/reviews/albums/mary-lattimore-goodbye-hotel-arkada/
The Darkness,Permission to Land… Again (20th Anniversary Edition),8.2,Metal / Rock,Rhino,Brad Shoup,2023.0,2023-10-10,1276,https://www.pitchfork.com/reviews/albums/the-darkness-permission-to-land-again-20th-anniversary-edition/
Hüsker Dü,Tonite Longhorn,7.3,Rock,Reflex,Matthew Ismael Ruiz,2023.0,2023-10-10,934,https://www.pitchfork.com/reviews/albums/husker-du-tonite-longhorn/
Drake,For All the Dogs,6.5,Rap,OVO Sound / Republic,Julianne Escobedo Shepherd,2023.0,2023-10-09,1164,https://www.pitchfork.com/reviews/albums/drake-for-all-the-dogs/
Hannah Diamond,Perfect Picture,7.8,Pop/R&B,PC Music,Peyton Toups,2023.0,2023-10-09,718,https://www.pitchfork.com/reviews/albums/hannah-diamond-perfect-picture/
Various Artists,The NID Tapes: Electronic Music From India 1969​-​1972,8.0,The state51 Conspiracy,The state51 Conspiracy,Joshua Minsoo Kim,2023.0,2023-10-09,938,https://www.pitchfork.com/reviews/albums/various-artists-the-nid-tapes-electronic-music-from-india-1969-1972/
Adeline Hotel,Hot Fruit,7.2,Folk/Country,Ruination,Nina Corcoran,2023.0,2023-10-09,536,https://www.pitchfork.com/reviews/albums/adeline-hotel-hot-fruit/
Too $hort,Gettin’ It (Album Number Ten),8.3,Rap,Jive,Alphonse Pierre,1996.0,2023-10-08,2211,https://www.pitchfork.com/reviews/albums/too-short-gettin-it-album-number-ten/
Leo Takami,Next Door,7.7,Jazz,Unseen Worlds,Sadie Sartini Garner,2023.0,2023-10-07,645,https://www.pitchfork.com/reviews/albums/leo-takami-next-door/
Pangaea,Changing Channels,8.3,Electronic,Hessle Audio,Philip Sherburne,2023.0,2023-10-06,1013,https://www.pitchfork.com/reviews/albums/pangaea-changing-channels/
A. Savage,Several Songs About Fire,7.4,Rock,Rough Trade,Ryan Leas,2023.0,2023-10-06,577,https://www.pitchfork.com/reviews/albums/a-savage-several-songs-about-fire/
Hemlocke Springs,Going...Going...Gone! EP,7.1,Pop/R&B,AWAL,Jaeden Pinder,2023.0,2023-10-06,487,https://www.pitchfork.com/reviews/albums/hemlocke-springs-going-going-gone-ep/
Lewsberg,Out and About,7.3,Rock,12XU,Sophie Kemp,2023.0,2023-10-06,438,https://www.pitchfork.com/reviews/albums/lewsberg-out-and-about/
Sufjan Stevens,Javelin,8.6,Folk/Country,Asthmatic Kitty,Sam Sodomsky,2023.0,2023-10-05,1159,https://www.pitchfork.com/reviews/albums/sufjan-stevens-javelin/
Cherry Glazerr,I Don’t Want You Anymore,7.1,Rock,Secretly Canadian,Sophia June,2023.0,2023-10-05,460,https://www.pitchfork.com/reviews/albums/cherry-glazerr-i-dont-want-you-anymore/
Slow Pulp,Yard,7.5,Rock,Anti-,Margaret Farrell,2023.0,2023-10-05,495,https://www.pitchfork.com/reviews/albums/slow-pulp-yard/
Maxo,Debbie’s Son,7.4,Rap,SMILEFORME,Samuel Hyland,2023.0,2023-10-04,562,https://www.pitchfork.com/reviews/albums/maxo-debbies-son/
KMRU,Dissolution Grip,7.2,Electronic / Experimental,OFNOT,Marc Weidenbaum,2023.0,2023-10-04,699,https://www.pitchfork.com/reviews/albums/kmru-dissolution-grip/
MJ Nebreda,Arepa Mixtape,7.8,Pop/R&B,EMPIRE,Isabelia Herrera,2023.0,2023-10-04,590,https://www.pitchfork.com/reviews/albums/mj-nebreda-arepa-mixtape/
Setting,Shone a Rainbow Light On,7.1,Electronic / Experimental,Paradise of Bachelors,Vanessa Ague,2023.0,2023-10-04,471,https://www.pitchfork.com/reviews/albums/setting-shone-a-rainbow-light-on/
Armand Hammer,We Buy Diabetic Test Strips,8.1,Rap,Fat Possum,Matthew Ismael Ruiz,2023.0,2023-10-03,966,https://www.pitchfork.com/reviews/albums/armand-hammer-we-buy-diabetic-test-strips/
Modern Nature,No Fixed Point in Space,7.6,Rock / Experimental,Bella Union,Louis Pattison,2023.0,2023-10-03,806,https://www.pitchfork.com/reviews/albums/modern-nature-no-fixed-point-in-space/
Teenage Fanclub,Nothing Lasts Forever,6.9,Rock,Merge / PeMa,Stephen Thomas Erlewine,2023.0,2023-10-03,522,https://www.pitchfork.com/reviews/albums/teenage-fanclub-nothing-lasts-forever/
Thanks for Coming,What Is My Capacity to Love? EP,6.0,Rock,Danger Collective,Nina Corcoran,2023.0,2023-10-03,489,https://www.pitchfork.com/reviews/albums/thanks-for-coming-what-is-my-capacity-to-love-ep/
Oneohtrix Point Never,Again,6.9,Experimental,Warp,Sam Goldner,2023.0,2023-10-02,894,https://www.pitchfork.com/reviews/albums/oneohtrix-point-never-again/
Jorja Smith,Falling or Flying,7.6,Pop/R&B,Famm,Aimee Cliff,2023.0,2023-10-02,674,https://www.pitchfork.com/reviews/albums/jorja-smith-falling-or-flying/
Tyler Childers,Rustin’ in the Rain,7.6,Folk/Country,Hickman Holler / RCA,Nadine Smith,2023.0,2023-10-02,814,https://www.pitchfork.com/reviews/albums/tyler-childers-rustin-in-the-rain/
ShittyBoyz,Trifecta 3: the Finale,7.1,Rap,The Hip Hop Lab / EMPIRE,Dylan Green,2023.0,2023-10-02,782,https://www.pitchfork.com/reviews/albums/shittyboyz-trifecta-3-the-finale/
Mary J. Blige,The Breakthrough,8.8,Pop/R&B,Geffen,Clover Hope,2005.0,2023-10-01,1860,https://www.pitchfork.com/reviews/albums/mary-j-blige-the-breakthrough/
The Who,Who’s Next : Life House (Super Deluxe),8.0,Rock,UMe,Caryn Rose,2023.0,2023-09-30,1108,https://www.pitchfork.com/reviews/albums/the-who-whos-next-life-house-super-deluxe/
Animal Collective,Isn’t It Now?,8.0,Experimental,Domino,Andy Cush,2023.0,2023-09-29,1208,https://www.pitchfork.com/reviews/albums/animal-collective-isnt-it-now/
Blonde Redhead,Sit Down for Dinner,7.5,Rock,Section1,Stuart Berman,2023.0,2023-09-29,932,https://www.pitchfork.com/reviews/albums/blonde-redhead-sit-down-for-dinner/
Cleo Sol,Heaven,7.4,Pop/R&B,Forever Living Originals,Vrinda Jagota,2023.0,2023-09-29,548,https://www.pitchfork.com/reviews/albums/cleo-sol-heaven/
Purelink,Signs,7.8,Electronic,Peak Oil,Philip Sherburne,2023.0,2023-09-29,695,https://www.pitchfork.com/reviews/albums/purelink-signs/
Wilco,Cousin,7.1,Rock,dBpm,Zach Schonfeld,2023.0,2023-09-28,782,https://www.pitchfork.com/reviews/albums/wilco-cousin/
MIKE,Faith Is a Rock,7.6,Rap,ALC,Matthew Ritchie,2023.0,2023-09-28,733,https://www.pitchfork.com/reviews/albums/mike-wiki-the-alchemist-faith-is-a-rock/
CHAI,Chai,7.4,Rock,Sub Pop,Ryo Miyauchi,2023.0,2023-09-28,417,https://www.pitchfork.com/reviews/albums/chai-chai/
Nation of Language,Strange Disciple,7.3,Rock,PIAS,Hattie Lindert,2023.0,2023-09-28,498,https://www.pitchfork.com/reviews/albums/nation-of-language-strange-disciple/
Loraine James,Gentle Confrontation,8.0,Electronic,Hyperdub,Christine Kakaire,2023.0,2023-09-27,819,https://www.pitchfork.com/reviews/albums/loraine-james-gentle-confrontation/
Chappell Roan,The Rise and Fall of a Midwest Princess,7.2,Pop/R&B,Amusement / Island,Olivia Horn,2023.0,2023-09-27,1157,https://www.pitchfork.com/reviews/albums/chappell-roan-the-rise-and-fall-of-a-midwest-princess/
Eartheater,Powders,7.5,Experimental,Chemical X,Colin Lodewick,2023.0,2023-09-27,439,https://www.pitchfork.com/reviews/albums/eartheater-powders/
Laurel Halo,Atlas,8.1,Electronic,Awe,Philip Sherburne,2023.0,2023-09-26,874,https://www.pitchfork.com/reviews/albums/laurel-halo-atlas/
Devendra Banhart,Flying Wig,6.9,Folk/Country / Experimental,Mexican Summer,E.R. Pulgar,2023.0,2023-09-26,567,https://www.pitchfork.com/reviews/albums/devendra-banhart-flying-wig/
Alain Goraguer,La Planète Sauvage (Expanded Original Soundtrack),8.0,Jazz,CAM Sugar,Alastair Shuttleworth,2023.0,2023-09-26,721,https://www.pitchfork.com/reviews/albums/alain-goraguer-la-planete-sauvage-expanded-original-soundtrack/
Doja Cat,Scarlet,5.9,Rap / Pop/R&B,Kemosabe / RCA,Anna Gaca,2023.0,2023-09-25,689,https://www.pitchfork.com/reviews/albums/doja-cat-scarlet/
Mykki Blanco,Postcards From Italia EP,7.1,Rap,Transgressive,Sasha Geffen,2023.0,2023-09-25,610,https://www.pitchfork.com/reviews/albums/mykki-blanco-postcards-from-italia-ep/
Föllakzoid,V,7.6,Rock,Sacred Bones,Dash Lewis,2023.0,2023-09-25,474,https://www.pitchfork.com/reviews/albums/follakzoid-v/
Soccer Mommy,Karaoke Night EP,7.0,Rock,Loma Vista,Jane Bua,2023.0,2023-09-25,486,https://www.pitchfork.com/reviews/albums/soccer-mommy-karaoke-night-ep/
Sam Cooke,"One Night Stand! Live at the Harlem Square Club, 1963",10.0,Pop/R&B,RCA,Marc Hogan,1985.0,2023-09-24,2971,https://www.pitchfork.com/reviews/albums/sam-cooke-one-night-stand-live-at-the-harlem-square-club-1963/
The Replacements,Tim (Let It Bleed Edition),10.0,Rock,Rhino,Jeremy D. Larson,2023.0,2023-09-23,2182,https://www.pitchfork.com/reviews/albums/the-replacements-tim-let-it-bleed-edition/
yeule,softscars,8.5,Pop/R&B,Ninja Tune,Ryan Dombal,2023.0,2023-09-22,1185,https://www.pitchfork.com/reviews/albums/yeule-softscars/
Alan Palomo,World of Hassle,7.6,Electronic,Mom+Pop / Transgressive,Joshua Minsoo Kim,2023.0,2023-09-22,512,https://www.pitchfork.com/reviews/albums/alan-palomo-world-of-hassle/
Vagabon,Sorry I Haven’t Called,7.4,Rock,Nonesuch,Mary Retta,2023.0,2023-09-22,441,https://www.pitchfork.com/reviews/albums/vagabon-sorry-i-havent-called/
Lydia Loveless,Nothing’s Gonna Stand in My Way Again,7.8,Folk/Country,Bloodshot,Mitch Therieau,2023.0,2023-09-22,610,https://www.pitchfork.com/reviews/albums/lydia-loveless-nothings-gonna-stand-in-my-way-again/
Kylie Minogue,Tension,7.3,Pop/R&B,BMG,Harry Tafoya,2023.0,2023-09-21,924,https://www.pitchfork.com/reviews/albums/kylie-minogue-tension/
Lil Peep,DIAMONDS,7.4,Rap,AWAL,Nadine Smith,2023.0,2023-09-21,938,https://www.pitchfork.com/reviews/albums/lil-peep-ilovemakonnen-diamonds/
Cash Cobain,Pretty Girls Love Slizzy,7.4,Rap,Giant Music,Dylan Green,2023.0,2023-09-21,644,https://www.pitchfork.com/reviews/albums/cash-cobain-pretty-girls-love-slizzy/
Baroness,Stone,6.2,Metal,Abraxan Hymns,Grayson Haver Currin,2023.0,2023-09-20,908,https://www.pitchfork.com/reviews/albums/baroness-stone/
Octo Octa,Dreams of a Dancefloor EP,7.5,Electronic,T4T LUV NRG,Arielle Gordon,2023.0,2023-09-20,736,https://www.pitchfork.com/reviews/albums/octo-octa-dreams-of-a-dancefloor-ep/
DJ Sabrina the Teenage DJ,Destiny,7.9,Pop/R&B / Electronic,Spells on the Telly,Hattie Lindert,2023.0,2023-09-20,738,https://www.pitchfork.com/reviews/albums/dj-sabrina-the-teenage-dj-destiny/
Eli Escobar,The Beach Album,7.8,Electronic,Off Track,Piotr Orlov,2023.0,2023-09-20,816,https://www.pitchfork.com/reviews/albums/eli-escobar-the-beach-album/
Tomb Mold,The Enduring Spirit,8.6,Metal,20 Buck Spin,Brad Sanders,2023.0,2023-09-19,902,https://www.pitchfork.com/reviews/albums/tomb-mold-the-enduring-spirit/
Ralphie Choo,Supernova,7.7,Experimental,Rusia-IDK / Warner,Isabelia Herrera,2023.0,2023-09-19,720,https://www.pitchfork.com/reviews/albums/ralphie-choo-supernova/
Irreversible Entanglements,Protect Your Light,7.7,Jazz,Impulse!,Matthew Ismael Ruiz,2023.0,2023-09-19,562,https://www.pitchfork.com/reviews/albums/irreversible-entanglements-protect-your-light/
Sarah Mary Chadwick,Messages to God,7.5,Folk/Country,Kill Rock Stars,Emma Madden,2023.0,2023-09-19,645,https://www.pitchfork.com/reviews/albums/sarah-mary-chadwick-messages-to-god/
The National,Laugh Track,6.8,Rock,4AD,Evan Rytlewski,2023.0,2023-09-18,687,https://www.pitchfork.com/reviews/albums/the-national-laugh-track/
Buju Banton,Born for Greatness,6.7,Pop/R&B,Gargamel Music / Roc Nation / Def Jam,Edwin “STATS” Houghton,2023.0,2023-09-18,1004,https://www.pitchfork.com/reviews/albums/buju-banton-born-for-greatness/
Piotr Kurek,Smartwoods,7.5,Experimental,Unsound,Philip Sherburne,2023.0,2023-09-18,605,https://www.pitchfork.com/reviews/albums/piotr-kurek-smartwoods/
Subsonic Eye,All Around You,7.2,Rock,Topshelf,Michael Hong,2023.0,2023-09-18,438,https://www.pitchfork.com/reviews/albums/subsonic-eye-all-around-you/
Gillian Welch,Time (The Revelator),9.6,Folk/Country,Acony,Jill Mapes,2001.0,2023-09-17,2606,https://www.pitchfork.com/reviews/albums/gillian-welch-time-the-revelator/
Pharoah Sanders,Pharoah,8.9,Jazz,Luaka Bop,Mark Richardson,2023.0,2023-09-16,1256,https://www.pitchfork.com/reviews/albums/pharoah-sanders-pharoah/
Mitski,The Land Is Inhospitable and So Are We,8.1,Rock,Dead Oceans,Cat Zhang,2023.0,2023-09-15,868,https://www.pitchfork.com/reviews/albums/mitski-the-land-is-inhospitable-and-so-are-we/
Corinne Bailey Rae,Black Rainbows,8.0,Pop/R&B,Thirty Tigers,Allison Hussey,2023.0,2023-09-15,818,https://www.pitchfork.com/reviews/albums/corinne-bailey-rae-black-rainbows/
Kipp Stone,66689 Blvd Prequel,7.5,Rap,Closed Sessions,Dash Lewis,2023.0,2023-09-15,679,https://www.pitchfork.com/reviews/albums/kipp-stone-66689-blvd-prequel/
Sparklehorse,Bird Machine,7.6,Rock,Anti-,Sam Sodomsky,2023.0,2023-09-14,965,https://www.pitchfork.com/reviews/albums/sparklehorse-bird-machine/
Tinashe,BB/ANG3L,7.6,Pop/R&B,Nice Life,Dylan Green,2023.0,2023-09-14,472,https://www.pitchfork.com/reviews/albums/tinashe-bb-ang3l/
Gaika,Drift,6.9,Rap,Big Dada,Will Pritchard,2023.0,2023-09-14,626,https://www.pitchfork.com/reviews/albums/gaika-drift/
Les Rallizes Dénudés,CITTA’ ’93,8.2,Rock,Temporal Drift,Shy Clara Thompson,2023.0,2023-09-14,904,https://www.pitchfork.com/reviews/albums/les-rallizes-denudes-citta-93/
Róisín Murphy,Hit Parade,8.2,Pop/R&B / Electronic,Ninja Tune,Harry Tafoya,2023.0,2023-09-13,1337,https://www.pitchfork.com/reviews/albums/roisin-murphy-hit-parade/
Teezo Touchdown,How Do You Sleep at Night?,5.3,Rap,Not Fit for Society / RCA,Alphonse Pierre,2023.0,2023-09-13,801,https://www.pitchfork.com/reviews/albums/teezo-touchdown-how-do-you-sleep-at-night/
"Babe, Terror",Teghnojoyg,8.0,Electronic,self-released,Jayson Greene,2023.0,2023-09-13,683,https://www.pitchfork.com/reviews/albums/babe-terror-teghnojoyg/
Sid Sriram,Sidharth,6.8,Pop/R&B / Rock,Do What You Love / Def Jam,Bhanuj Kappal,2023.0,2023-09-13,682,https://www.pitchfork.com/reviews/albums/sid-sriram-sidharth/
Romy,Mid Air,7.0,Electronic / Pop/R&B,Young,Aimee Cliff,2023.0,2023-09-12,725,https://www.pitchfork.com/reviews/albums/romy-mid-air/
Raphael Rogiński,Talàn,8.0,Experimental,Instant Classic,Philip Sherburne,2023.0,2023-09-12,944,https://www.pitchfork.com/reviews/albums/raphael-roginski-talan/
Laufey,Bewitched,7.0,Pop/R&B / Jazz,AWAL,Alex Ramos,2023.0,2023-09-12,623,https://www.pitchfork.com/reviews/albums/laufey-bewitched/
Angel Du$t,Brand New Soul,6.9,Rock,Pop Wig,Ian Cohen,2023.0,2023-09-12,585,https://www.pitchfork.com/reviews/albums/angel-dust-brand-new-soul/
Olivia Rodrigo,GUTS,8.0,Pop/R&B,Geffen,Cat Zhang,2023.0,2023-09-11,1173,https://www.pitchfork.com/reviews/albums/olivia-rodrigo-guts/
Alabaster DePlume,Come With Fierce Grace,7.5,Jazz,International Anthem,Daniel Bromfield,2023.0,2023-09-11,662,https://www.pitchfork.com/reviews/albums/alabaster-deplume-come-with-fierce-grace/
Speaker Music,Techxodus,7.7,Electronic,Planet Mu,Andy Cush,2023.0,2023-09-11,1209,https://www.pitchfork.com/reviews/albums/speaker-music-techxodus/
Linda Martell,Color Me Country,7.5,Folk/Country,Plantation,Lawrence Burney,1970.0,2023-09-10,1925,https://www.pitchfork.com/reviews/albums/linda-martel-color-me-country/
The Folk Implosion,Music for KIDS,8.0,Experimental / Rock,Domino,Stuart Berman,2023.0,2023-09-09,1139,https://www.pitchfork.com/reviews/albums/the-folk-implosion-music-for-kids/
James Blake,Playing Robots Into Heaven,7.8,Pop/R&B,Republic,Dash Lewis,2023.0,2023-09-08,818,https://www.pitchfork.com/reviews/albums/james-blake-playing-robots-into-heaven/
Anjimile,The King,7.5,Folk/Country / Experimental,4AD,Bhanuj Kappal,2023.0,2023-09-08,765,https://www.pitchfork.com/reviews/albums/anjimile-the-king/
Spirit of the Beehive,i’m so lucky EP,7.0,Rock,Saddle Creek,Colin Joyce,2023.0,2023-09-08,478,https://www.pitchfork.com/reviews/albums/spirit-of-the-beehive-im-so-lucky-ep/
Alan Courtis,Braintrust of Fiends and Werewolves,7.4,Experimental,Husky Pants,Vanessa Ague,2023.0,2023-09-08,458,https://www.pitchfork.com/reviews/albums/alan-courtis-/-david-grubbs-braintrust-of-fiends-and-werewolves/
Slowdive,everything is alive,7.7,Rock,Dead Oceans,Jayson Greene,2023.0,2023-09-07,820,https://www.pitchfork.com/reviews/albums/slowdive-everything-is-alive/
Prewn,Through the Window,7.4,Rock,Exploding in Sound,Margaret Farrell,2023.0,2023-09-07,561,https://www.pitchfork.com/reviews/albums/prewn-through-the-window/
midwxst,E3,6.5,Rap,Geffen,Hattie Lindert,2023.0,2023-09-07,591,https://www.pitchfork.com/reviews/albums/midwxst-e3/
Deeper,Careful!,7.1,Rock,Sub Pop,Ryan Leas,2023.0,2023-09-07,563,https://www.pitchfork.com/reviews/albums/deeper-careful/
Tirzah,trip9love…???,7.8,Experimental,Domino,Philip Sherburne,2023.0,2023-09-06,943,https://www.pitchfork.com/reviews/albums/tirzah-trip9love/
Sprain,The Lamb as Effigy or Three Hundred and Fifty XOXOXOS for a Spark Union With My Darling Divine,7.0,Rock,The Flenser,Sadie Sartini Garner,2023.0,2023-09-06,690,https://www.pitchfork.com/reviews/albums/sprain-the-lamb-as-effigy-or-three-hundred-and-fifty-xoxoxos-for-a-spark-union-with-my-darling-divine/
Real Bad Man,Bad News,7.0,Rap,Real Bad Man,Dylan Green,2023.0,2023-09-06,530,https://www.pitchfork.com/reviews/albums/real-bad-man-bad-news/
Jeff Rosenstock,HELLMODE,8.0,Rock,Polyvinyl,Nina Corcoran,2023.0,2023-09-05,821,https://www.pitchfork.com/reviews/albums/jeff-rosenstock-hellmode/
Speedy Ortiz,Rabbit Rabbit,7.5,Rock,Wax Nine,Alfred Soto,2023.0,2023-09-05,446,https://www.pitchfork.com/reviews/albums/speedy-ortiz-rabbit-rabbit/
Open Mike Eagle,Another Triumph of Ghetto Engineering,7.7,Rap,Auto Reverse,Yousef Srour,2023.0,2023-09-05,624,https://www.pitchfork.com/reviews/albums/open-mike-eagle-another-triumph-of-ghetto-engineering/
The Smashing Pumpkins,Siamese Dream,9.1,Rock,Virgin,Jayson Greene,1993.0,2023-09-03,3278,https://www.pitchfork.com/reviews/albums/smashing-pumpkins-siamese-dream/
Grandaddy,Sumday Twunny,8.4,Rock,Dangerbird,Arielle Gordon,2023.0,2023-09-02,1123,https://www.pitchfork.com/reviews/albums/grandaddy-sumday-twunny/
Ratboys,The Window,8.0,Rock,Topshelf,Evan Rytlewski,2023.0,2023-09-01,645,https://www.pitchfork.com/reviews/albums/ratboys-the-window/
